institution_id,institution_display_name,institution_type,institution_country_code,simplified_institution_category,target_firm_label
I4210124246,CITIC Group (China),company,CN,company,Other
I4210128483,KIC InnoEnergy (Netherlands),company,NL,company,Other
I879689382,Metropolitan State University of Denver,education,US,education,Other
I11983389,Manchester Metropolitan University,education,GB,education,Other
I116660002,The Max Stern Yezreel Valley College,education,IL,education,Other
I90871651,University of Toledo,education,US,education,Other
I157417397,Bowling Green State University,education,US,education,Other
I4210149664,Hôpital Jean-Verdier,healthcare,FR,healthcare,Other
I308136634,ADA University,education,AZ,education,Other
I4210114312,True (United States),company,US,company,Other
I1280581677,Defense Advanced Research Projects Agency,government,US,government,Other
I889937125,National Patient Safety Foundation,nonprofit,US,nonprofit,Other
I4210164146,Association pour l'Utilisation du Rein Artificiel,other,FR,unknown,Other
I138622004,National Economics University,education,VN,education,Other
I60587646,Brno University of Technology,education,CZ,education,Other
I1323121030,Bialystok University of Technology,education,PL,education,Other
I146583814,Mykolas Romeris University,education,LT,education,Other
I23574469,Krakow University of Economics,education,PL,education,Other
I188922065,University of Economics in Katowice,education,PL,education,Other
I4210142109,Rosenheim Technical University of Applied Sciences,education,DE,education,Other
I119575151,Korea National University of Transportation,education,KR,education,Other
I4388446381,Hibernia College,education,,education,Other
I87339560,College of Marin,education,US,education,Other
I80693520,American University in Cairo,education,EG,education,Other
I53118340,Rhode Island College,education,US,education,Other
I4210107997,Finland University,education,FI,education,Other
I4210159553,Alelo (United States),company,US,company,Other
I4210090317,The Barbara Ann Karmanos Cancer Institute,facility,US,research_institute,Other
I31721044,Centro de Investigación y Docencia Económicas,facility,MX,research_institute,Other
I190765188,Ambedkar University Delhi,education,IN,education,Other
I4210153742,Jenner Institute,facility,GB,research_institute,Other
I55285296,UCSI University,education,MY,education,Other
I103193709,Adamson University,education,PH,education,Other
I2801106189,Dijlah University College,education,IQ,education,Other
I931681460,Universiti Tunku Abdul Rahman,education,MY,education,Other
I182000528,Ajman University,education,AE,education,Other
I931278978,College of Business Administration,education,LV,education,Other
I4210134189,Xiamen University Malaysia,education,MY,education,Other
I35364215,Naval Postgraduate School,education,US,education,Other
I4210120602,Advanced Institute of Convergence Technology,facility,KR,research_institute,Other
I1308814778,Hastings Center,nonprofit,US,nonprofit,Other
I4210095140,National Institute of Environmental Health Sciences,facility,US,research_institute,Other
I9224006,St. Edward's University,education,US,education,Other
I4210103820,Autodesk (Canada),company,CA,company,Other
I2801544000,Sydney Dental Hospital,healthcare,AU,healthcare,Other
I4210099251,Oklahoma City VA Medical Center,healthcare,US,healthcare,Other
I4210121589,UCLouvain Saint-Louis Brussels,education,BE,education,Other
I60837268,King Mongkut's University of Technology Thonburi,education,TH,education,Other
I4210090016,College of Law,education,LV,education,Other
I4210162646,Bioethics International,nonprofit,US,nonprofit,Other
I4210145006,American Marketing Association,other,US,unknown,Other
I4210164233,Health & Life (Taiwan),company,TW,company,Other
I2800982586,Tall Timbers Research Station and Land Conservancy,facility,US,research_institute,Other
I4210091874,Charles Humbert 8,healthcare,CH,healthcare,Other
I1285944625,Marketing Science Institute,nonprofit,US,nonprofit,Other
I4210125838,Jilin University of Chemical Technology,education,CN,education,Other
I4210141933,Jilin Agricultural Science and Technology University,education,CN,education,Other
I1793135,Yanbian University,education,CN,education,Other
I169333911,Gdańsk University of Technology,education,PL,education,Other
I4210099339,Chiba University Hospital,healthcare,JP,healthcare,Other
I348769827,Public Health England,government,GB,government,Other
I56441308,Libera Università Internazionale degli Studi Sociali Guido Carli,education,IT,education,Other
I141595442,University of Bucharest,education,RO,education,Other
I88973175,Eckerd College,education,US,education,Other
I4210087436,Chiang Rai Rajabhat University,education,TH,education,Other
I102461120,Marquette University,education,US,education,Other
I1296637509,Middle East Institute,nonprofit,US,nonprofit,Other
I189712700,University of Konstanz,education,DE,education,Other
I4210109302,Rice Institute,nonprofit,US,nonprofit,Other
I822440,Okanagan University College,education,CA,education,Other
I4210091207,Singapore Institute of Manufacturing Technology,facility,SG,research_institute,Other
I43663321,Hindustan Institute of Technology and Science,education,IN,education,Other
I4210094930,Chinese Academy of Inspection and Quarantine,facility,CN,research_institute,Other
I4210156165,Lenovo (China),company,CN,company,Other
I4210089772,Xinjiang Uygur Autonomous Region Product Quality Supervision and Inspection Institute,government,CN,government,Other
I4210108887,Xinjiang Uygur Autonomous Region Institute of Metrology and Measurement,facility,CN,research_institute,Other
I46305995,Taiyuan University of Science and Technology,education,CN,education,Other
I4210101739,MS Biotec (United States),company,US,company,Other
I4210159271,MIT-Harvard Center for Ultracold Atoms,facility,US,research_institute,Other
I2800214375,TCA College,education,SG,education,Other
I4210136188,European Corporate Governance Institute,nonprofit,BE,nonprofit,Other
I4210159575,Huashan Hospital,healthcare,CN,healthcare,Other
I891261516,Kent State University at Stark,education,US,education,Other
I169912796,Grace (United States),company,US,company,Other
I60997889,Lesley University,education,US,education,Other
I4210136294,Institute for Learning and Development,other,US,unknown,Other
I4210098320,National Institute of Medical Statistics,facility,IN,research_institute,Other
I227586296,American Physical Therapy Association,other,US,unknown,Other
I4210150976,Diploma Hochschule,education,DE,education,Other
I4210151020,Tec-Masters (United States),company,US,company,Other
I44635919,National Institute of Technology Delhi,education,IN,education,Other
I166073570,Binus University,education,ID,education,Other
I4210087940,Technology Holding (United States),company,US,company,Other
I133837150,University of Huddersfield,education,GB,education,Other
I169877490,University of Mumbai,education,IN,education,Other
I4210115326,Swami Vivekanand College of Pharmacy,education,IN,education,Other
I217960723,Asser Institute,nonprofit,NL,nonprofit,Other
I193524592,Tianjin University of Finance and Economics,education,CN,education,Other
I41073452,Management Center Innsbruck,education,AT,education,Other
I28941729,ISM University of Management and Economics,education,LT,education,Other
I4210094983,ScienceSouth,nonprofit,US,nonprofit,Other
I4210153546,Flatiron Health (United States),company,US,company,Other
I4387153999,Flatiron Institute,nonprofit,,nonprofit,Other
I4210110431,Microsoft (Netherlands),company,NL,company,Microsoft
I4210155320,ELTE Centre for Economic and Regional Studies,facility,HU,research_institute,Other
I141810926,Baruch College,education,US,education,Other
I130194489,University of Alicante,education,ES,education,Other
I20230540,University of Miskolc,education,HU,education,Other
I4210128154,Minerva Laboratories (United Kingdom),company,GB,company,Other
I2801004183,Temple College,education,US,education,Other
I4210149618,Guangdong University of Finance,education,CN,education,Other
I4210129924,University of Fort Lauderdale,education,US,education,Other
I4210140258,Witness,nonprofit,US,nonprofit,Other
I34478861,Sir Syed University of Engineering and Technology,education,PK,education,Other
I151746803,NED University of Engineering and Technology,education,PK,education,Other
I4210150297,Institute of Business Management,education,PK,education,Other
I200641316,Musashino University,education,JP,education,Other
I192756129,University of Macedonia,education,GR,education,Other
I4387155656,Rauf Denktas University,education,,education,Other
I4210115081,Shriners Hospitals for Children - Boston,healthcare,US,healthcare,Other
I1332596392,Shriners Hospitals for Children - Erie,healthcare,US,healthcare,Other
I4210096416,European Trade Union Institute,nonprofit,BE,nonprofit,Other
I110079840,University of Hohenheim,education,DE,education,Other
I70886390,Karlsruhe University of Applied Sciences,education,DE,education,Other
I4210156301,Kidney Disease Association of Thailand,facility,TH,research_institute,Other
I4210160017,Nakhon Si Thammarat Rajabhat University,education,TH,education,Other
I256606533,Hamburg School of Business Administration,education,DE,education,Other
I70451448,HAW Hamburg,education,DE,education,Other
I4210149944,Korea Telecom (South Korea),,KR,unknown,Other
I77432436,Research Institute of Industrial Economics,nonprofit,SE,nonprofit,Other
I59411706,Adam Mickiewicz University in Poznań,education,PL,education,Other
I102015815,Christian Brothers University,education,US,education,Other
I4387156359,South East Technological University,education,IE,education,Other
I2802488147,School of Advanced Study,education,GB,education,Other
I4210118727,Research ICT Africa,nonprofit,ZA,nonprofit,Other
I1303444417,Gates Foundation,nonprofit,US,nonprofit,Other
I197610006,University of Lagos,education,NG,education,Other
I1291431925,Mozilla Foundation,nonprofit,US,nonprofit,Other
I1289142772,International Development Research Centre,government,CA,government,Other
I27963644,HHL Leipzig Graduate School of Management,education,DE,education,Other
I266678185,Gujarat National Law University,education,IN,education,Other
I185839726,Institut Universitaire de France,education,FR,education,Other
I2802519937,Institut de Recherche en Informatique et Systèmes Aléatoires,facility,FR,research_institute,Other
I28221208,Institut National des Sciences Appliquées de Rennes,education,FR,education,Other
I56067802,Université de Rennes,education,FR,education,Other
I930713850,The Hague University of Applied Sciences,education,NL,education,Other
I134353371,SK Group (South Korea),company,KR,company,Other
I4210161667,Continental (United States),company,US,company,Other
I4389425378,R.V. College of Engineering,education,,education,Other
I4210105838,Adidas (Germany),company,DE,company,Other
I26489229,Louisiana State University in Shreveport,education,US,education,Other
I160003610,Wilkes University,education,US,education,Other
I11883440,James Madison University,education,US,education,Other
I4210152177,Center for Clinical Research (United States),company,US,company,Other
I167724894,Universidad Autónoma de la Ciudad de México,education,MX,education,Other
I4210095825,Centro Científico Tecnológico - San Juan,facility,AR,research_institute,Other
I166401450,Universidad Nacional de Córdoba,education,AR,education,Other
I180910786,Universidad de la República de Uruguay,education,UY,education,Other
I61544103,London Business School,education,GB,education,Other
I108103353,Universidad de Valladolid,education,ES,education,Other
I157392197,Hashemite University,education,JO,education,Other
I78038858,University American College Skopje,education,MK,education,Other
I76245029,Ss. Cyril and Methodius University in Skopje,education,MK,education,Other
I4210108054,Varna University of Management,education,BG,education,Other
I38186990,Haaga-Helia University of Applied Sciences,education,FI,education,Other
I4210119174,College of Applied Sciences- Ibri,education,OM,education,Other
I119474363,Canterbury Christ Church University,education,GB,education,Other
I2802506851,Economic and Social Research Council,government,GB,government,Other
I1285399213,Oxfam,nonprofit,GB,nonprofit,Other
I2802091258,Third Way,nonprofit,US,nonprofit,Other
I4210119130,Institute for Learning Innovation,nonprofit,US,nonprofit,Other
I1287896540,W.K. Kellogg Foundation,nonprofit,US,nonprofit,Other
I3129379329,Sokoto State University,education,NG,education,Other
I4387155832,Business Finland,government,,government,Other
I4210132590,Shri Vile Parle Kelavani Mandal,education,IN,education,Other
I7495430,Idiap Research Institute,facility,CH,research_institute,Other
I94271068,ESCP Business School,education,DE,education,Other
I4210163651,Foresight Project,nonprofit,US,nonprofit,Other
I4210158738,Southern African Catholic Bishops Conference,other,ZA,unknown,Other
I65760639,Wolfram Research (United States),company,US,company,Other
I4210160062,Innovative Designs in Environments for an Aging Society,other,US,unknown,Other
I89864525,Universität Trier,education,DE,education,Other
I157943965,Holon Institute of Technology,education,IL,education,Other
I163245316,Corvinus University of Budapest,education,HU,education,Other
I878213199,Savitribai Phule Pune University,education,IN,education,Other
I8679417,Hong Kong Metropolitan University,education,HK,education,Other
I72852730,Zagreb School of Economics and Management,education,HR,education,Other
I4210141176,Communication University of Zhejiang,education,CN,education,Other
I4210091792,Ferghana Polytechnical Institute,education,UZ,education,Other
I87074743,University of the Philippines Diliman,education,PH,education,Other
I218242539,Al Yarmouk University College,education,IQ,education,Other
I2801039233,Yarmouk Private University,education,SY,education,Other
I288216842,Thamar University,education,YE,education,Other
I94234084,Indian Institute of Technology Kanpur,education,IN,education,Other
I163151501,Hangzhou Normal University,education,CN,education,Other
I59897056,"California State University, Long Beach",education,US,education,Other
I4210086682,National University System,education,US,education,Other
I201459984,Guangdong University Of Finances and Economics,education,CN,education,Other
I118373667,Seoul National University of Science and Technology,education,KR,education,Other
I193352282,Daegu Gyeongbuk Institute of Science and Technology,education,KR,education,Other
I134161618,National Taiwan Normal University,education,TW,education,Other
I4210160578,Université Djilali Bounaama Khemis Miliana,education,DZ,education,Other
I60858718,University of Aveiro,education,PT,education,Other
I83863532,Polytechnic Institute of Porto,education,PT,education,Other
I4210097440,Suan Dusit University,education,TH,education,Other
I4210128712,Sisaket Rajabhat University,education,TH,education,Other
I154864474,National Taiwan University of Science and Technology,education,TW,education,Other
I74653059,Public Health Foundation of India,nonprofit,IN,nonprofit,Other
I4210106258,Harvard College Observatory,facility,US,research_institute,Other
I110325482,Eastern Kentucky University,education,US,education,Other
I2799477901,Minnesota Department of Education,government,US,government,Other
I32399674,Shenyang Normal University,education,CN,education,Other
I186272606,Guangdong University of Foreign Studies,education,CN,education,Other
I4210119246,Department of Science and Technology of Liaoning Province,government,CN,government,Other
I1305001552,Grady Memorial Hospital,healthcare,US,healthcare,Other
I3133096102,Regenesys Business School,education,ZA,education,Other
I4210140673,Strategic Solutions Consulting (United States),company,US,company,Other
I112048516,BG Group (United Kingdom),company,GB,company,Other
I4400600948,Microsoft Research New England (United States),company,US,company,Microsoft
I2800156163,German National Academy of Sciences Leopoldina,other,DE,unknown,Other
I1318687432,National Academy of Sciences,nonprofit,US,nonprofit,Other
I208081647,Coastal Carolina University,education,US,education,Other
I158239267,Bethlehem University,education,PS,education,Other
I118590987,Northern Border University,education,SA,education,Other
I4210101573,Octoly (France),company,FR,company,Other
I4210104430,Laboratoire d'Informatique de Grenoble,facility,FR,research_institute,Other
I148099254,National Chung Cheng University,education,TW,education,Other
I153512688,National Taiwan Ocean University,education,TW,education,Other
I139924743,Bentley University,education,US,education,Other
I162608824,University of Sussex,education,GB,education,Other
I4210109447,Dialyse Centrum Groningen,other,NL,unknown,Other
I4210153905,Data Power Decisions (United States),company,US,company,Other
I902853133,University of Rajshahi,education,BD,education,Other
I4210119947,Agder Research,facility,NO,research_institute,Other
I99712911,Nelson Mandela University,education,ZA,education,Other
I103406327,Western Carolina University,education,US,education,Other
I4210128490,AstraZeneca (Japan),company,JP,company,Other
I4210137263,AstraZeneca (Finland),company,FI,company,Other
I105036370,AstraZeneca (United Kingdom),company,GB,company,Other
I4210162370,Baylor Genetics,facility,US,research_institute,Other
I4210090793,Shadyside Hospital,healthcare,US,healthcare,Other
I4210115995,UPMC Presbyterian,healthcare,US,healthcare,Other
I167056439,Medway School of Pharmacy,education,GB,education,Other
I189462010,Universiti Brunei Darussalam,education,BN,education,Other
I4210118448,Infectious Diseases Research Collaboration,nonprofit,UG,nonprofit,Other
I77793887,Federal Reserve Bank of St. Louis,other,US,unknown,Other
I68649149,University of Malakand,education,PK,education,Other
I2799858192,London School of Business and Management,education,GB,education,Other
I87048295,Wellcome Trust,nonprofit,GB,nonprofit,Other
I96852419,Capital Normal University,education,CN,education,Other
I4388446366,Indiana University Indianapolis,education,US,education,Other
I165556055,Loyola University Maryland,education,US,education,Other
I4210160053,Academy of Public Administration,education,AZ,education,Other
I26538001,San Diego State University,education,US,education,Other
I4210157590,Neurobehavioral Research (United States),company,US,company,Other
I214977574,University Canada West,education,CA,education,Other
I4210110027,Sanken Electric (Japan),company,JP,company,Other
I161856759,Concordia University,education,US,education,Other
I180664298,Federal University of Technology,education,NG,education,Other
I40253897,University of New Haven,education,US,education,Other
I157349981,SUNY College of Environmental Science and Forestry,education,US,education,Other
I4210132586,"United Nations University Institute for Water, Environment, and Health",facility,CA,research_institute,Other
I157153078,Beaconhouse National University,education,PK,education,Other
I5100685,University of Education,education,PK,education,Other
I919208787,Louisiana Tech University,education,US,education,Other
I2801151526,Brandman University,education,US,education,Other
I4210140243,Samueli Institute,nonprofit,US,nonprofit,Other
I47755478,University of Bengkulu,education,ID,education,Other
I96916377,Walailak University,education,TH,education,Other
I4210108537,University of Saint Joseph,education,CN,education,Other
I245213965,Philippine Normal University,education,PH,education,Other
I4387153049,CODE University of Applied Sciences,education,,education,Other
I166644833,Kavli Institute for the Physics and Mathematics of the Universe,facility,JP,research_institute,Other
I4210121678,Block Engineering (United States),company,US,company,Other
I4210137807,Lindenhofspital,healthcare,CH,healthcare,Other
I165678365,University of Greater Manchester,education,GB,education,Other
I4387154627,Prince Sultan Military College of Health Sciences,education,,education,Other
I4210097606,GNA University,education,IN,education,Other
I84500057,Institut de Mathématiques de Toulouse,facility,FR,research_institute,Other
I4210131585,IBM (Belgium),company,BE,company,Other
I4210094195,Azienda Socio Sanitaria Territoriale Grande Ospedale Metropolitano Niguarda,healthcare,IT,healthcare,Other
I3130430780,Seoul School of Integrated Sciences and Technologies,education,KR,education,Other
I903955410,Franklin University Switzerland,education,CH,education,Other
I49645291,National Taipei University of Education,education,TW,education,Other
I113145275,Gwangju National University of Education,education,KR,education,Other
I131249849,Oregon State University,education,US,education,Other
I203172682,Northern Arizona University,education,US,education,Other
I4210150980,Boston Children's Museum,archive,US,research_institute,Other
I4210156703,The Faraday Institution,nonprofit,GB,nonprofit,Other
I4210167379,Polar Scientific,education,GB,education,Other
I192454743,Sandia National Laboratories California,facility,US,research_institute,Other
I4210104735,Sandia National Laboratories,facility,US,research_institute,Other
I192878625,Plovdiv University,education,BG,education,Other
I3123915005,Universitat Internacional de Catalunya,education,ES,education,Other
I4210101585,Institute of Public Affairs,nonprofit,PL,nonprofit,Other
I4210165875,NTNU Samfunnsforskning,facility,NO,research_institute,Other
I88372448,Dalian Polytechnic University,education,CN,education,Other
I126477371,Mohammed V University,education,MA,education,Other
I127336678,Ecole Mohammadia d'Ingénieurs,education,MA,education,Other
I290598920,"California State University, Dominguez Hills",education,US,education,Other
I3132564352,Dar Al-Hekma University,education,SA,education,Other
I250520410,Prairie View A&M University,education,US,education,Other
I82495205,University of Alabama in Huntsville,education,US,education,Other
I170164250,Elon University,education,US,education,Other
I28615091,Kyonggi University,education,KR,education,Other
I46176106,Universidad de Burgos,education,ES,education,Other
I55913730,Bangkok University,education,TH,education,Other
I65285256,Pontificia Universidad Católica del Perú,education,PE,education,Other
I4210101969,Dalat University,education,VN,education,Other
I60008374,Middlesex County College,education,US,education,Other
I3132999081,Marwadi University,education,IN,education,Other
I2800794739,Universidade Europeia,education,PT,education,Other
I1296812847,Public Policy Institute of California,nonprofit,US,nonprofit,Other
I4210119350,Istituto Nazionale per l'Assicurazione Contro gli Infortuni sul Lavoro,facility,IT,research_institute,Other
I4210095701,Fondazione Istituto Neurologico Nazionale Casimiro Mondino,facility,IT,research_institute,Other
I4626487,King Faisal University,education,SA,education,Other
I4210106641,University of Applied Sciences Erfurt,education,DE,education,Other
I4210139142,Development Research Center,government,CN,government,Other
I4210156034,Sichuan Research Center of New Materials,facility,CN,research_institute,Other
I4210131167,Centro Universitario Internazionale,education,IT,education,Other
I146977602,Pharos University in Alexandria,education,EG,education,Other
I4210130191,Cranbrook Institute of Science,archive,US,research_institute,Other
I165028127,Konyang University,education,KR,education,Other
I4210105394,Konyang University Hospital,healthcare,KR,healthcare,Other
I79238269,Universidad de Sevilla,education,ES,education,Other
I100205273,Universidad Técnica Particular de Loja,education,EC,education,Other
I51195161,École de management de Lyon,education,FR,education,Other
I4210123379,Kirchliche Pädagogische Hochschule Wien/Niederösterreich,education,AT,education,Other
I110217816,Dongduk Women's University,education,KR,education,Other
I124633538,University of Seoul,education,KR,education,Other
I21173400,Mutah University,education,JO,education,Other
I4210165529,University of Business and Technology,education,SA,education,Other
I130785548,Clark University,education,US,education,Other
I4210113316,Institute for Information Management Bremen,nonprofit,DE,nonprofit,Other
I184925374,Sanata Dharma University,education,ID,education,Other
I4210119349,Karlsruhe University of Education,education,DE,education,Other
I165638839,Huntsman (United States),company,US,company,Other
I885392262,GITAM University,education,IN,education,Other
I158338959,University of Kerala,education,IN,education,Other
I4210134705,Norwegian Association for Development Research,other,NO,unknown,Other
I4210091240,Maldives National University,education,MV,education,Other
I4388891800,Liwa University,education,AE,education,Other
I33339663,Kansas State University Salina Aerospace and Technology Campus,education,US,education,Other
I150913223,Texas Woman's University,education,US,education,Other
I3019423309,Fraunhofer Institute for Computer Graphics Research,facility,DE,research_institute,Other
I4829542,RheinMain University of Applied Sciences,education,DE,education,Other
I4210141120,Sorbonne University Abu Dhabi,education,AE,education,Other
I119443389,East Tennessee State University,education,US,education,Other
I114493937,Creighton University,education,US,education,Other
I926137907,Marist College,education,US,education,Other
I144614875,Alliance University,education,IN,education,Other
I2800857658,North East Institute of Science and Technology,facility,IN,research_institute,Other
I36314861,Beirut Arab University,education,LB,education,Other
I112862951,University of Messina,education,IT,education,Other
I124246371,York St John University,education,GB,education,Other
I4210110558,Xi'an Technological University,education,CN,education,Other
I4387154453,Al-Ayen Iraqi University,education,IQ,education,Other
I136830121,Islamic Azad University South Tehran Branch,education,IR,education,Other
I119234918,University of Northern Iowa,education,US,education,Other
I2802694670,"Academic Center for Education, Culture and Research",nonprofit,IR,nonprofit,Other
I59746437,Open University of Cyprus,education,CY,education,Other
I4210108889,University of Central Lancashire Cyprus,education,CY,education,Other
I28285804,The University of Dodoma,education,TZ,education,Other
I180242103,Stockholm School of Economics,education,SE,education,Other
I4210120769,ARC Centre of Excellence for Climate System Science,facility,AU,research_institute,Other
I65079550,Universiti Malaysia Perlis,education,MY,education,Other
I110930757,Management Development Institute,education,IN,education,Other
I2801857525,Kellogg's (Canada),company,CA,company,Other
I4210124368,Ministry of AYUSH,government,IN,government,Other
I4400600917,Guangzhou College of Commerce,education,,education,Other
I1282776028,German Institute for Economic Research,nonprofit,DE,nonprofit,Other
I4210088567,Islamic Azad University Kashmar Branch,education,IR,education,Other
I2801799315,Hurley Medical Center,healthcare,US,healthcare,Other
I163753206,Chungbuk National University,education,KR,education,Other
I4210135908,Nanyang Medical College,healthcare,CN,healthcare,Other
I4210097538,Heilongjiang Vocational Institute of Ecological Engineering,facility,CN,research_institute,Other
I158133745,MGH Institute of Health Professions,healthcare,US,healthcare,Other
I3133090473,Weinan Normal University,education,CN,education,Other
I110440473,Xi'an University of Science and Technology,education,CN,education,Other
I154347574,University of Rijeka,education,HR,education,Other
I170238339,Duy Tan University,education,VN,education,Other
I32021983,Christian-Albrechts-Universität zu Kiel,education,DE,education,Other
I31669788,"Independent University, Bangladesh",education,BD,education,Other
I4394709157,"Eastern Institute of Technology, Ningbo",education,,education,Other
I4210165680,University of Islamic Studies,education,PK,education,Other
I4210127221,Department for Education,government,GB,government,Other
I4210160384,Institute of Biomedical Science,other,GB,research_institute,Other
I4210137154,Cambridge College,education,US,education,Other
I4210140114,Scripps (United States),company,US,company,Other
I1286825341,Louisiana Department of Education,government,US,government,Other
I125467818,Dakota State University,education,US,education,Other
I94518387,Hanoi University of Science and Technology,education,VN,education,Other
I149592570,Kazimierz Wielki University in Bydgoszcz,education,PL,education,Other
I1300393620,Bydgoszcz University of Science and Technology,education,PL,education,Other
I4210113833,University of Modern Sciences,education,YE,education,Other
I134542131,University of Ilorin,education,NG,education,Other
I201025148,Universidade Aberta,education,PT,education,Other
I133999245,"University of Nevada, Las Vegas",education,US,education,Other
I4210160756,Insilico Biotechnology (Germany),company,DE,company,Other
I2802534033,Tianjin Medical University General Hospital,healthcare,CN,healthcare,Other
I4210161528,Qilu Hospital of Shandong University,healthcare,CN,healthcare,Other
I4210129412,Anhui Provincial Hospital,healthcare,CN,healthcare,Other
I4210127126,Shanghai Pulmonary Hospital,healthcare,CN,healthcare,Other
I4210139292,Peking University Shougang Hospital,healthcare,CN,healthcare,Other
I4210107571,Jiangxi Provincial People's Hospital,healthcare,CN,healthcare,Other
I4210118119,Insilicos (United States),company,US,company,Other
I4210149427,INSEAD,education,AE,education,Other
I2799272940,Baptist College of Health Sciences,education,US,education,Other
I130218214,Indonesia University of Education,education,ID,education,Other
I86613570,Universidad Panamericana,education,MX,education,Other
I4210142311,Excelia Business School,education,FR,education,Other
I4210162014,Indian Institute of Management Ranchi,education,IN,education,Other
I4210156205,Indian Institute of Management Visakhapatnam,education,IN,education,Other
I183437572,University of Wisconsin–Parkside,education,US,education,Other
I119942284,Missouri State University,education,US,education,Other
I141448028,Longwood University,education,US,education,Other
I1295801184,Netherlands Institute for Neuroscience,facility,NL,research_institute,Other
I68522396,Flemish Institute for Technological Research,facility,BE,research_institute,Other
I102669525,Pelita Harapan University,education,ID,education,Other
I1334658003,Department for International Development,funder,GB,unknown,Other
I2799809257,American Sentinel University,education,US,education,Other
I1330063522,Johnson & Johnson (United States),company,US,company,Other
I152429107,Jawaharlal Nehru University,education,IN,education,Other
I193424650,Capella University,education,US,education,Other
I120691247,FernUniversität in Hagen,education,DE,education,Other
I113643904,Beni-Suef University,education,EG,education,Other
I3018591564,Croatian Institute of History,nonprofit,HR,nonprofit,Other
I162030827,Thapar Institute of Engineering & Technology,education,IN,education,Other
I145019703,Al-Zaytoonah University of Jordan,education,JO,education,Other
I4210096398,Fraunhofer Institute for Production Technology IPT,facility,DE,research_institute,Other
I2800857289,Historic Deerfield,archive,US,research_institute,Other
I178169726,Southern Methodist University,education,US,education,Other
I4210132968,Agence pour le Développement et la Réhabilitation de la Ville de Fès,government,MA,government,Other
I4210094767,Instituts Supérieurs des Professions Infirmières et Techniques de Santé,education,MA,education,Other
I184983240,Northeast Normal University,education,CN,education,Other
I31582689,Stuttgart Technical University of Applied Sciences,education,DE,education,Other
I902671590,Auburn University at Montgomery,education,US,education,Other
I161597582,Recep Tayyip Erdoğan University,education,TR,education,Other
I2800262513,Jahrom University,education,IR,education,Other
I176861719,University of Shahrood,education,IR,education,Other
I1321649718,Royal Children's Hospital,healthcare,AU,healthcare,Other
I206945453,Paderborn University,education,DE,education,Other
I106157433,University of Kassel,education,DE,education,Other
I5237613,Frankfurt University of Applied Sciences,education,DE,education,Other
I1279696364,Ministry of Economy and Finance,government,ML,government,Other
I3130258272,King Fahd Security College,education,SA,education,Other
I117963711,Kuban State University,education,RU,education,Other
I4210131601,Pyatigorsk State University,education,RU,education,Other
I4210086056,Henan Institute of Education,education,CN,education,Other
I4210094772,Henan University of Engineering,education,CN,education,Other
I156118397,Southampton Solent University,education,GB,education,Other
I4210151058,Southampton City Council,government,GB,government,Other
I4210101348,Centre Inria de l'Université Grenoble Alpes,facility,FR,research_institute,Other
I36448004,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology,education,PK,education,Other
I4210106163,Corporación Universitaria Minuto de Dios,education,CO,education,Other
I127108677,Eastern Institute of Technology,education,NZ,education,Other
I4210126093,Mediclinic City Hospital,healthcare,AE,healthcare,Other
I4210129520,Ministry of Health,government,KW,government,Other
I4210130346,Al-Sabah Hospital,healthcare,KW,healthcare,Other
I4210129566,Cisco Systems (United States),,US,unknown,Other
I11265461,Korea Development Institute,facility,KR,research_institute,Other
I179311214,Gulf University for Science & Technology,education,KW,education,Other
I139829854,Mental Health Research Institute,facility,AU,research_institute,Other
I4210158168,Melbourne Health,healthcare,AU,healthcare,Other
I4210107575,Kosar University of Bojnord,education,IR,education,Other
I4210127922,Golestan University of Medical Sciences,education,IR,education,Other
I58995867,Civil Aviation Flight University of China,education,CN,education,Other
I195019228,Yunnan Agricultural University,education,CN,education,Other
I204483917,Ahi Evran University,education,TR,education,Other
I76973811,Bolu Abant İzzet Baysal University,education,TR,education,Other
I197907453,Akdeniz University,education,TR,education,Other
I2802678941,Jones College,education,US,education,Other
I192156838,Research Institute of the Finnish Economy,facility,FI,research_institute,Other
I4210089692,Einstein Center Digital Future,facility,DE,research_institute,Other
I4210146391,Nawroz University,education,IQ,education,Other
I4210105025,University North,education,HR,education,Other
I4210127762,Coventry (United Kingdom),company,GB,company,Other
I4210143921,Arden University,education,GB,education,Other
I106980716,Adamawa State University,education,NG,education,Other
I919958821,Bayero University Kano,education,NG,education,Other
I4210118176,Palestine Ahliya University,education,PS,education,Other
I21215505,Al-Quds University,education,PS,education,Other
I67636235,University of International Relations,education,CN,education,Other
I2801053234,Royal University Hospital,healthcare,CA,healthcare,Other
I32625721,University of Saskatchewan,education,CA,education,Other
I4210104314,New York Institute of Technology,education,US,education,Other
I221716585,The University of Texas at Tyler,education,US,education,Other
I106460735,Philadelphia College of Osteopathic Medicine,education,US,education,Other
I4210095457,Physiotherapy New Zealand,other,NZ,unknown,Other
I4210093348,Jawaharlal Nehru Medical College,education,IN,education,Other
I4210106913,Hult International Business School,education,US,education,Other
I4210117523,Samsung (United Kingdom),company,GB,company,Other
I179193067,Khon Kaen University,education,TH,education,Other
I3141906898,Asia University,education,JP,education,Other
I4210159755,University of Humanities and Economics in Lodz,education,PL,education,Other
