id,author_id,display_name,main_institution_name,main_institution_id,main_institution_type,simplified_institution_category,target_firm_label,publication_count,year_list,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
A5000141831,A5000141831,Yiyu Shi,University of Notre Dame,I107639228,education,education,Other,1,2025,0.0004591157430788302,10.0,0.0,5.810138176136746e-15,20
A5000153218,A5000153218,Si̇nan Sonlu,Bilkent University,I168864056,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,21
A5000156461,A5000156461,David Chuan-En Lin,Carnegie Mellon University,I74973139,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,1.7389185402516374e-35,22
A5000160230,A5000160230,Hiroiko Suwa,RIKEN Center for Advanced Intelligence Project,I4210126580,facility,research_institute,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,23
A5000171711,A5000171711,Milad Moradi,,,,unknown,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,24
A5000172484,A5000172484,Anukriti Kaushal,Delhi Technological University,I863896202,education,education,Other,1,2025,4.591157430788302e-05,1.0,0.0,3.931052925279319e-76,25
A5000173131,A5000173131,Anran Li,Yale University,I32971472,education,education,Other,1,2025,0.0005050273173867132,11.0,0.0,3.311780036093751e-11,26
A5000184075,A5000184075,Haoxuan Wu,City University of Hong Kong,I168719708,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,27
A5000190324,A5000190324,Jared Kramer,Amazon (Germany),I4210089985,company,company,Amazon,1,2025,0.0005968504660024792,13.0,0.0,2.424962414550713e-31,28
A5000207892,A5000207892,Chenglu Li,University of Utah,I223532165,education,education,Other,2,2025,0.0002295578715394151,9.0,0.0,8.478032698034581e-39,29
A5000211688,A5000211688,Daniil Orel,,,,unknown,Other,2,2025,0.0002754694458472981,12.0,0.0,4.774377920210768e-33,30
A5000215116,A5000215116,Harald Kittler,Medical University of Vienna,I76134821,education,education,Other,1,2025,0.0010559662090813093,23.0,0.0,1.0730449787764272e-07,31
A5000223219,A5000223219,Liang Zhao,Beijing Academy of Artificial Intelligence,I4210100255,other,unknown,Other,1,2025,0.0005050273173867132,11.0,0.0,3.217663106479102e-11,32
A5000232528,A5000232528,Yang Feng,Guangxi University,I150807315,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,33
A5000240082,A5000240082,Ya-Bo Xie,Beijing University of Technology,I37796252,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,4.444699701928594e-18,34
A5000244644,A5000244644,Max Rollwage,Digital Catapult (United Kingdom),I4210140554,company,company,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,35
A5000249065,A5000249065,Susan K. Seo,Memorial Sloan Kettering Cancer Center,I1334819555,healthcare,healthcare,Other,1,2025,0.0007345851889261283,16.0,0.0,7.140225928582963e-27,36
A5000254294,A5000254294,Shahin Mohammadi,,,,unknown,Other,1,2025,0.0002754694458472981,6.0,0.0,5.323018401241397e-12,37
A5000260621,A5000260621,Keith A. Youker,Houston Methodist,I1295876152,healthcare,healthcare,Other,1,2025,0.0008723199118497773,19.0,0.0,9.183325392689843e-08,38
A5000295734,A5000295734,Yue Yu,,,,unknown,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,39
A5000300751,A5000300751,Salman Khan,Mohamed bin Zayed University of Artificial Intelligence,I4210113480,education,education,Other,3,2025,0.0006886736146182453,18.0,0.00030855411045818866,5.899859590719438e-12,40
A5000300840,A5000300840,Dingzirui Wang,Harbin Institute of Technology,I204983213,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,5.284779885503691e-16,41
A5000301628,A5000301628,Sixiang Chen,,,,unknown,Other,1,2025,0.00041320416877094717,9.0,0.0,4.364345468665178e-39,42
A5000304469,A5000304469,Jiaxi Yang,,,,unknown,Other,1,2025,0.0005050273173867132,11.0,0.0,1.622779086132791e-12,43
A5000311674,A5000311674,Fazle Rabbi,Concordia University,I60158472,education,education,Other,2,2025,0.0002295578715394151,7.0,0.0,6.6778647144305944e-46,44
A5000311824,A5000311824,Alexander Lavin,,,,unknown,Other,1,2025,0.0005509388916945961,12.0,0.0,1.1662398396138021e-32,45
A5000312791,A5000312791,Joya Chen,,,,unknown,Other,1,2025,0.00036729259446306413,8.0,0.0,6.371698392800704e-34,46
A5000318076,A5000318076,Jiahong Ning,Dalian Maritime University,I43313876,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,47
A5000331501,A5000331501,Bibo Lin,University of Oregon,I181233156,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,1.051302859153829e-58,48
A5000341866,A5000341866,Sophia J. Wagner,Harvard University,I136199984,education,education,Other,3,2025,0.0014691703778522565,43.0,0.00025652373757865287,0.0001537491426665578,49
A5000370390,A5000370390,Elisabete Carolino,University of Lisbon,I141596103,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,50
A5000376041,A5000376041,Jiaming Zhang,Karlsruhe Institute of Technology,I102335020,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,2.929693086609185e-48,51
A5000379249,A5000379249,K. Sun,Tsinghua University,I99065089,education,education,Other,1,2025,0.0005509388916945961,12.0,0.0,4.774377920210772e-33,52
A5000388375,A5000388375,Xuemei Cao,Southwestern University of Finance and Economics,I204831749,education,education,Other,1,2025,0.0014691703778522565,32.0,0.0,1.8220409079020566e-10,26
A5000398298,A5000398298,Tony Rousmaniere,,,,unknown,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,53
A5000405219,A5000405219,Lekshmi Santhosh,"University of California, San Francisco",I180670191,education,education,Other,1,2025,0.0010559662090813093,23.0,0.0,6.601005128992896e-19,54
A5000405517,A5000405517,Sumeer Ahmad Khan,King Abdullah University of Science and Technology,I71920554,education,education,Other,1,2025,0.0005509388916945961,12.0,0.0,1.1662398396138021e-32,45
A5000415562,A5000415562,Marie Hornberger,Technical University of Munich,I62916508,education,education,Other,1,2025,0.00036729259446306413,8.0,0.0,3.972017057979184e-21,55
A5000417495,A5000417495,Huaiwen Zhang,Inner Mongolia University,I2722730,education,education,Other,1,2025,4.591157430788302e-05,1.0,0.0,4.701982589563507e-16,56
A5000432413,A5000432413,Kailong Wang,Huazhong University of Science and Technology,I47720641,education,education,Other,1,2025,0.0003213810201551811,7.0,0.0,4.5555974401996116e-15,34
A5000446936,A5000446936,Abolfazl Zaraki,University of Hertfordshire,I141584323,education,education,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,57
A5000452437,A5000452437,Xuefeng Piao,Heilongjiang Institute of Technology,I4210161462,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,58
A5000464906,A5000464906,Jeffrey P. Guenette,Brigham and Women's Hospital,I1283280774,healthcare,healthcare,Other,1,2025,0.0003213810201551811,7.0,0.0,3.189249024165931e-44,59
A5000474356,A5000474356,Nan Cao,Tongji University,I116953780,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,60
A5000474393,A5000474393,Giulia Coco,University of Rome Tor Vergata,I116067653,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,61
A5000478371,A5000478371,Mingzhu Tai,Education University of Hong Kong,I4210086892,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,62
A5000486305,A5000486305,Doaa Amin,University College Dublin,I100930933,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,63
A5000489917,A5000489917,Hugo Gonçalo Oliveira,University of Coimbra,I76903346,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,64
A5000492991,A5000492991,Yuan Yao,National University of Singapore,I165932596,education,education,Other,2,2025,0.0014691703778522565,35.0,1.6302924928226962e-05,9.247359461999149e-16,41
A5000506964,A5000506964,Tobias Penzkofer,Charité - Universitätsmedizin Berlin,I7877124,healthcare,healthcare,Other,1,2025,0.0004591157430788302,10.0,0.0,6.819168692183865e-37,65
A5000509998,A5000509998,Qiuyu Huang,,,,unknown,Other,1,2025,0.00018364629723153207,4.0,0.0,4.6468468840759014e-38,66
A5000511832,A5000511832,Grant Wang,The University of Texas Health Science Center at Houston,I919571938,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,4.367331699040374e-47,67
A5000525310,A5000525310,Aaron D. Aguirre,Harvard University,I136199984,education,education,Other,1,2025,0.00041320416877094717,9.0,0.0,1.5575204182842184e-06,68
A5000530436,A5000530436,Pan Hui,University of Helsinki,I133731052,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,69
A5000534250,A5000534250,Meng Qi,DigiLens (United States),I4210087324,company,company,Other,1,2025,0.00018364629723153207,4.0,0.0,4.300034944711032e-33,70
A5000542822,A5000542822,Jannik Schaaf,Goethe University Frankfurt,I114090438,education,education,Other,1,2025,0.0005509388916945961,12.0,0.0,4.774377920210772e-33,71
A5000546219,A5000546219,Qingfu Zhang,City University of Hong Kong,I168719708,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,1.0729744732763902e-22,72
A5000579667,A5000579667,Yuanguo Lin,Jimei University,I161346416,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,1.5607097887194942e-07,40
A5000581688,A5000581688,Qiuping Jiang,Ningbo University,I109935558,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,4.273877263030065e-40,74
A5000582109,A5000582109,Zibin Zheng,Sun Yat-sen University,I157773358,education,education,Other,1,2025,0.0003213810201551811,7.0,0.0,2.025024361337535e-16,34
A5000593091,A5000593091,Yuan Yin,Imperial College London,I47508984,education,education,Other,2,2025,0.0005509388916945961,12.0,0.0,1.696278752579126e-42,75
A5000607040,A5000607040,G Larghero,Harvard University,I136199984,education,education,Other,1,2025,0.0011477893576970755,25.0,0.0,1.6214508180563857e-06,49
A5000610086,A5000610086,Daniele Croce,University of Palermo,I900890020,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,1.0513028591538292e-58,76
A5000622487,A5000622487,Peter M. Atkinson,Lancaster University,I67415387,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,1.9389242591171194e-11,40
A5000624130,A5000624130,Hao Dong,Peking University,I20231570,education,education,Other,1,2025,0.0014691703778522565,32.0,0.0,4.801782891380316e-10,77
A5000635267,A5000635267,Vijay Janapa Reddi,Harvard University Press,I2801851002,other,unknown,Other,1,2025,0.0,0.0,0.0,4.364345468665175e-92,78
A5000641290,A5000641290,Honghu Pan,University of Macau,I204512498,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,6.48943239699744e-34,79
A5000645794,A5000645794,Corina Bogdan,Transylvania University of Brașov,I3123573182,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,80
A5000663167,A5000663167,Nathan Pevy,University of Sheffield,I91136226,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,81
A5000663216,A5000663216,Niklas Boers,University of Exeter,I23923803,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,1.7666923071401765e-37,82
A5000664899,A5000664899,Laiyan Ding,"Chinese University of Hong Kong, Shenzhen",I4210116924,education,education,Other,2,2025,0.0002754694458472981,12.0,0.0,4.774377920210768e-33,83
A5000668479,A5000668479,Ramandeep Singh Dehal,Cape Breton University,I10213569,education,education,Other,1,2025,4.591157430788302e-05,1.0,0.0,3.931052925279319e-76,84
A5000671485,A5000671485,Liangkun Ma,Chinese Academy of Medical Sciences & Peking Union Medical College,I200296433,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,85
A5000684726,A5000684726,B. S. Kang,Peking University,I20231570,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,86
A5000688587,A5000688587,Daniel Strüber,,,,unknown,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,87
A5000688681,A5000688681,Maike Theis,University Hospital Bonn,I2799391451,healthcare,healthcare,Other,1,2025,0.0005050273173867132,11.0,0.0,1.7693675153571945e-22,88
A5000689165,A5000689165,Shengxiang Hu,Shanghai University,I113940042,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,89
A5000695937,A5000695937,Maxime Cordy,University of Luxembourg,I186903577,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,90
A5000720706,A5000720706,Ziwei Huang,Zhejiang University,I76130692,education,education,Other,3,2025,0.0007804967632340112,29.0,5.065313368491145e-07,3.740497149969228e-20,72
A5000738361,A5000738361,Maria Alzira Pimenta Dinis,Fernando Pessoa University,I157071867,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,91
A5000756797,A5000756797,Bingjia Li,Fudan University,I24943067,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,92
A5000761442,A5000761442,Armin Farzad,"St George's, University of London",I165862685,education,education,Other,2,2025,0.0006427620403103622,17.0,0.0,3.624066551663585e-25,93
A5000761729,A5000761729,Reuben Tan,Microsoft Research (United Kingdom),I4210164937,company,company,Microsoft,1,2025,0.0005050273173867132,11.0,0.0,8.68604681929205e-06,94
A5000765468,A5000765468,Susanna Pirttikangas,University of Oulu,I98381234,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,95
A5000768534,A5000768534,Yun Yang,Chinese Academy of Sciences,I19820366,government,government,Other,1,2025,0.00041320416877094717,9.0,0.0,6.628493456778673e-39,96
A5000776140,A5000776140,Mingquan Lin,University of Minnesota,I130238516,education,education,Other,1,2025,0.0007345851889261283,16.0,0.0,2.8448205484474115e-11,97
A5000781425,A5000781425,Yerlan Idelbayev,Snap (United States),I4210142583,company,company,Other,1,2025,0.0006886736146182453,15.0,0.0,2.3545606642857503e-11,32
A5000785984,A5000785984,Hemlata Parmar,Manipal Academy of Higher Education,I164861460,education,education,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,98
A5000787204,A5000787204,Xin Si,Southeast University,I76569877,education,education,Other,1,2025,0.00036729259446306413,8.0,0.0,1.6397291639515525e-41,99
A5000793347,A5000793347,Fuli Luo,Individual Differences,I4210160844,nonprofit,nonprofit,Other,1,2025,0.0,0.0,0.0,4.364345468665175e-92,100
A5000794530,A5000794530,Fengtian Chang,Chang'an University,I25355098,education,education,Other,1,2025,0.00041320416877094717,9.0,0.0,4.364345468665178e-39,101
A5000798681,A5000798681,Longbing Cao,Macquarie University,I99043593,education,education,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,102
A5000815179,A5000815179,Seonghwan Yoon,Pusan National University,I4921948,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,103
A5000815783,A5000815783,Mohamed S. Abdelfattah,Cornell University,I205783295,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,104
A5000816835,A5000816835,Sjoerd van Steenkiste,,,,unknown,Other,2,2025,0.0008264083375418943,18.0,0.0008590844355167723,4.067419125854115e-09,13
A5000824580,A5000824580,Elvira Helena Oliveira de Medeiros,Universidade Federal de Juiz de Fora,I101100930,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,105
A5000826856,A5000826856,Alsaeed Alshamy,Sultan Qaboos University,I47818738,education,education,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,106
A5000833287,A5000833287,Peng Di,,,,unknown,Other,1,2025,0.00041320416877094717,9.0,0.0,4.364345468665178e-39,107
A5000834835,A5000834835,Aijun Yin,Chongqing University,I158842170,education,education,Other,1,2025,4.591157430788302e-05,1.0,0.0,3.931052925279319e-76,108
A5000838527,A5000838527,Guy Garty,Columbia University,I78577930,education,education,Other,1,2025,0.0005509388916945961,12.0,0.0,6.800964845180739e-05,68
A5000880794,A5000880794,Qianli Feng,Amazon (United States),I1311688040,company,company,Amazon,2,2025,0.0003213810201551811,7.0,0.0,1.8666086942573279e-50,109
A5000881841,A5000881841,Ye Tian,Tongji University,I116953780,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,1.3170321344008255e-55,110
A5000892367,A5000892367,Hancheng Ye,Beijing Academy of Artificial Intelligence,I4210100255,other,unknown,Other,1,2025,0.00036729259446306413,8.0,0.0,1.6397291639515525e-41,111
A5000897225,A5000897225,Antonio Montieri,University of Naples Federico II,I71267560,education,education,Other,1,2025,0.0003213810201551811,7.0,0.0,3.189249024165931e-44,112
A5000899716,A5000899716,Ammar Haydari,"University of California, Davis",I84218800,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,113
A5000905456,A5000905456,Sanjay Surendranath Girija,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,114
A5000912240,A5000912240,P. X. Wang,Tsinghua University,I99065089,education,education,Other,1,2025,0.0005050273173867132,11.0,0.0,6.863176397288944e-35,115
A5000916072,A5000916072,A.H. Mirza,Helmholtz Institute Jena,I1285013897,facility,research_institute,Other,1,2025,0.0014691703778522565,32.0,0.0,1.3528790395693083e-11,116
A5000921090,A5000921090,Seon-Hoon Kim,Korea University of Science and Technology,I88761825,education,education,Other,1,2025,0.0,0.0,0.0,4.364345468665175e-92,117
A5000932451,A5000932451,Huangjing Lin,Chinese University of Hong Kong,I177725633,education,education,Other,1,2025,0.0008264083375418943,18.0,0.0,4.80707705102744e-10,32
A5000933188,A5000933188,Yibo Lin,Peking University,I20231570,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,118
A5000936207,A5000936207,Jiapei Fan,,,,unknown,Other,1,2025,0.0003213810201551811,7.0,0.0,1.476305142529506e-14,119
A5000937401,A5000937401,Dinggang Shen,ShanghaiTech University,I30809798,education,education,Other,3,2025,0.0015609935264680225,34.0,0.00038569263807273585,9.89240728935653e-15,120
A5000941026,A5000941026,Jing Bi,Ludwig-Maximilians-Universität München,I8204097,education,education,Other,1,2025,0.00036729259446306413,8.0,0.0,2.410936187808114e-39,121
A5000945196,A5000945196,Feng Cheng,Duke University,I170897317,education,education,Other,1,2025,0.0010100546347734263,22.0,0.0,9.331264260544903e-20,122
A5000950850,A5000950850,Le Fang,Hong Kong Polytechnic University,I14243506,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,123
A5000956236,A5000956236,Lianhong Zhou,Guangdong University of Technology,I139024713,education,education,Other,1,2025,0.0005509388916945961,12.0,0.0,4.136976617652564e-32,124
A5000961788,A5000961788,Qianyi Jiang,,,,unknown,Other,1,2025,0.00036729259446306413,8.0,0.0,1.6397291639515525e-41,125
A5000961977,A5000961977,Ayoub Bouguettaya,Cedars-Sinai Medical Center,I1282927834,healthcare,healthcare,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,126
A5000967986,A5000967986,Aida Mostafazadeh Davani,,,,unknown,Other,1,2025,0.0005050273173867132,11.0,0.0,2.39109439990168e-12,13
A5000970443,A5000970443,Jinjin Zhang,Beihang University,I82880672,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.6468468840759014e-38,66
A5000973684,A5000973684,Kathleen A. Miller,,,,unknown,Other,1,2025,0.0004591157430788302,10.0,0.0,6.819168692183865e-37,127
A5000985327,A5000985327,Chi‐Lin Yu,Oklahoma State University Oklahoma City,I4210131712,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,1.1766649568240574e-20,20
A5000988366,A5000988366,Sneha Sai Mannam,University of Pennsylvania,I79576946,education,education,Other,1,2025,0.0007804967632340112,17.0,0.0,1.4769367303521547e-25,128
A5000997942,A5000997942,Yangjie Tian,,,,unknown,Other,1,2025,0.00036729259446306413,8.0,0.0,1.6397291639515525e-41,129
A5001013908,A5001013908,Sumit Sharma,Cleveland Clinic,I1316902750,healthcare,healthcare,Other,1,2025,0.0005968504660024792,13.0,0.0,3.3188020817395854e-07,31
A5001015940,A5001015940,Ziying Pan,Xiamen University,I191208505,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,130
A5001016275,A5001016275,Shu Yang,,,,unknown,Other,1,2025,0.0003213810201551811,7.0,0.0,3.189249024165931e-44,131
A5001020883,A5001020883,Jayashree Kalpathy-Cramer,University of Colorado Anschutz Medical Campus,I51713134,education,education,Other,1,2025,0.0003213810201551811,7.0,0.0,1.3559672796486936e-33,132
A5001022750,A5001022750,Chandan K. Reddy,Virginia Tech,I859038795,education,education,Other,1,2025,4.591157430788302e-05,1.0,0.0,3.931052925279319e-76,133
A5001023262,A5001023262,Zhiliang Wu,Zhejiang University,I76130692,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,4.273877263030065e-40,74
A5001028437,A5001028437,Ahmed Abdullah Alqarni,,,,unknown,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,134
A5001038462,A5001038462,Sara Adimi,Iran University of Medical Sciences,I161106909,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,135
A5001041013,A5001041013,Janice Newsome,Emory University Hospital,I2800556163,healthcare,healthcare,Other,1,2025,0.00036729259446306413,8.0,0.0,6.3566207502243565e-06,136
A5001052072,A5001052072,Sharon Gannot,,,,unknown,Other,1,2025,0.00013773472292364904,3.0,0.0,1.3170321344008246e-55,137
A5001060363,A5001060363,Christoph Stampfer,Forschungszentrum Jülich,I171892758,facility,research_institute,Other,1,2025,0.0002754694458472981,6.0,0.0,8.468670652973871e-45,138
A5001060372,A5001060372,D G Liu,Beijing University of Posts and Telecommunications,I139759216,education,education,Other,1,2025,0.00041320416877094717,9.0,0.0,9.54947178961352e-37,82
A5001079640,A5001079640,Jiepeng Liu,Chongqing University,I158842170,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,139
A5001084715,A5001084715,Umaer Hanif,Rigshospitalet,I2802709434,healthcare,healthcare,Other,1,2025,0.0005050273173867132,11.0,0.0,6.456847748136439e-05,68
A5001094226,A5001094226,Pranav Rajpurkar,Harvard University,I136199984,education,education,Other,5,2025,0.0015150819521601395,35.0,0.0026100492989167604,7.3256402592812796e-06,5
A5001104721,A5001104721,Konstantinos Kamnitsas,,,,unknown,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,140
A5001108321,A5001108321,D.T. Pham,,,,unknown,Other,1,2025,0.0007804967632340112,17.0,0.0,4.458350228341501e-09,31
A5001110474,A5001110474,Matthew West,University of Illinois Urbana-Champaign,I157725225,education,education,Other,1,2025,0.0005050273173867132,11.0,0.0,6.863176397288944e-35,141
A5001129714,A5001129714,Marcel Binz,Helmholtz Zentrum München,I3018134672,facility,research_institute,Other,2,2025,0.002479225012625683,56.0,4.85687025721223e-05,2.337823972559209e-06,142
A5001134221,A5001134221,H.Y. Kim,,,,unknown,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,143
A5001144517,A5001144517,Hugo L. Hammer,Metropolitan University,I4210148693,education,education,Other,1,2025,9.182314861576603e-05,2.0,0.0,6.50461580467914e-63,144
A5001145192,A5001145192,Guocheng Chen,Northeastern University,I9224756,education,education,Other,1,2025,0.00036729259446306413,8.0,0.0,1.6397291639515525e-41,145
A5001145592,A5001145592,Xiaojian Shao,University of Ottawa,I153718931,education,education,Other,1,2025,0.00036729259446306413,8.0,0.0,1.6397291639515525e-41,146
A5001152975,A5001152975,Qinyang He,Chongqing University,I158842170,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,1.335583988032989e-43,147
A5001154153,A5001154153,Shengkun Peng,University of Electronic Science and Technology of China,I150229711,education,education,Other,1,2025,0.0008723199118497773,19.0,0.0,4.172371347301429e-23,148
A5001160387,A5001160387,Xingting Liu,Beijing University of Posts and Telecommunications,I139759216,education,education,Other,1,2025,0.0003213810201551811,7.0,0.0,5.962809162324791e-12,149
A5001161168,A5001161168,İbrahim Doğan,Education Training And Research,I4210124815,nonprofit,nonprofit,Other,1,2025,0.00036729259446306413,8.0,0.0,1.6397291639515525e-41,150
A5001164391,A5001164391,Tong Nie,Tongji University,I116953780,education,education,Other,2,2025,0.00018364629723153207,5.0,0.0,1.906474156994887e-55,110
A5001170144,A5001170144,Aaron Quigley,Commonwealth Scientific and Industrial Research Organisation,I1292875679,government,government,Other,2,2025,0.0005509388916945961,22.0,0.0,7.146693142238658e-21,151
