id,author_id,display_name,main_institution_name,main_institution_id,main_institution_type,simplified_institution_category,target_firm_label,publication_count,year_list,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
A5000048472,A5000048472,Emma Dixon,Clemson University,I8078737,education,education,Other,1,2025,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,28
A5000048544,A5000048544,Takao Hiraki,Okayama University,I163770644,education,education,Other,1,2023,9.240293841344155e-05,6.0,0.0,1.8195973209627157e-14,29
A5000048871,A5000048871,Ning Zhang,Hong Kong Polytechnic University,I14243506,education,education,Other,1,2025,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,30
A5000058783,A5000058783,Lucinda McKnight,Deakin University,I149704539,education,education,Other,1,2023,0.00010780342814901514,7.0,0.0,4.557709073493508e-25,31
A5000061162,A5000061162,DongJae Lee,Naver (South Korea),I60922564,company,company,Other,1,2024,7.700244867786796e-05,5.0,0.0,1.2991029178185751e-11,485
A5000066408,A5000066408,Ahmad Faisal Choiril Anam Fathoni,Binus University,I166073570,education,education,Other,1,2023,0.0,0.0,0.0,2.024029421174194e-40,33
A5000067757,A5000067757,Sejin Paik,Boston University,I111088046,education,education,Other,1,2025,0.00016940538709130952,11.0,0.0,1.167632394533216e-11,34
A5000067976,A5000067976,Jin-Jian Chen,Shanghai Jiao Tong University,I183067930,education,education,Other,1,2022,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,35
A5000068327,A5000068327,Petar Risteski,Triemli Hospital,I2799963127,healthcare,healthcare,Other,1,2025,0.00010780342814901514,7.0,0.0,4.557709073493508e-25,36
A5000069468,A5000069468,Yining Hong,,,,unknown,Other,2,2023,0.00013860440762016233,12.0,5.4288398427991094e-06,8.313446652473425e-09,246
A5000072353,A5000072353,Gabrielle Quinn,,,,unknown,Other,1,2022,0.00012320391788458874,8.0,0.0,9.352600211449975e-10,38
A5000074622,A5000074622,Weizhe Xu,University of Washington,I201448701,education,education,Other,1,2022,6.160195894229437e-05,4.0,0.0,1.85671720637127e-08,374
A5000080119,A5000080119,Aykut Erdem,Saudi Heart Association,I4210103399,nonprofit,nonprofit,Other,3,2022;2023,0.00012320391788458874,9.0,0.0,7.756148764320331e-26,40
A5000083284,A5000083284,Thierry Poibeau,Centre National de la Recherche Scientifique,I1294671590,government,government,Other,1,2022,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,41
A5000088252,A5000088252,S.L. Chen,,,,unknown,Other,2,2023,0.00015400489735573593,10.0,3.619226561866073e-05,1.390732598629155e-11,454
A5000091089,A5000091089,Lynn He,,,,unknown,Other,1,2022,0.0005390171407450757,35.0,0.0,7.468167661638818e-06,22
A5000092822,A5000092822,Christopher T. Whitlow,Wake Forest University,I47251452,education,education,Other,3,2023;2025,0.00016940538709130952,22.0,0.0,2.1516789644667122e-10,34
A5000094333,A5000094333,Amir M. Rahmani,"University of California, Irvine",I204250578,education,education,Other,1,2025,4.620146920672077e-05,3.0,0.0,9.419820079866485e-10,374
A5000095866,A5000095866,Shushman Choudhury,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,1,2024,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,43
A5000099903,A5000099903,Sundeep Rangan,New York University,I57206974,education,education,Other,1,2024,0.00010780342814901514,7.0,0.0,4.557709073493508e-25,44
A5000101528,A5000101528,Majid Bavand,Ericsson (Canada),I4210094041,company,company,Other,1,2025,9.240293841344155e-05,6.0,0.0,4.708510045729821e-26,45
A5000105147,A5000105147,Nisha Devasia,IIT@MIT,I4210110987,facility,research_institute,Other,1,2022,0.00010780342814901514,7.0,0.0,3.231733790298237e-08,14
A5000107414,A5000107414,Kehan Li,Peking University,I20231570,education,education,Other,1,2023,0.00010780342814901514,7.0,0.0,8.439141332065249e-09,462
A5000111344,A5000111344,Richard S. Zemel,Amazon (United States),I1311688040,company,unknown,Other,3,2022;2023,0.00021560685629803028,23.0,2.884258330981213e-05,1.342395390477081e-08,1665
A5000111662,A5000111662,Devansh Arpit,,,,unknown,Other,1,2023,0.00021560685629803028,14.0,0.0,3.4083022263355425e-07,1665
A5000115067,A5000115067,Donald Metzler,Google (United States),I1291425158,company,unknown,Other,8,2022;2024;2025,0.0008778279149276948,70.0,0.000350155263000669,4.372955185685637e-05,14
A5000115682,A5000115682,Qing Guo,Central China Normal University,I40963666,education,education,Other,1,2025,6.160195894229437e-05,4.0,0.0,1.54421189969955e-28,48
A5000119667,A5000119667,Luhao Yang,Genedata (Switzerland),I2799341698,company,company,Other,1,2025,0.0,0.0,0.0,2.024029421174194e-40,49
A5000122127,A5000122127,Zeynab Samei,Institute for Research in Fundamental Sciences,I4210146419,facility,unknown,Other,2,2023;2024,0.00010780342814901514,13.0,0.0,3.6953041214815274e-21,50
A5000122982,A5000122982,Youxin Chen,Shanghai Jiao Tong University,I183067930,education,education,Other,1,2025,0.0,0.0,0.0,2.024029421174194e-40,51
A5000126238,A5000126238,Yacine Jernite,Hugging Face,I4387154989,company,unknown,Other,7,2022;2023;2024,0.0011088352609612986,85.0,0.0003865695592759357,3.642059431511847e-05,4
A5000127111,A5000127111,Jin Pan,University of Michigan,I27837315,education,education,Other,1,2024,6.160195894229437e-05,4.0,0.0,1.54421189969955e-28,52
A5000132022,A5000132022,Bingyu Dong,Shaanxi Normal University,I88830068,education,education,Other,1,2024,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,53
A5000133219,A5000133219,Robert Giusti,Accenture (Ireland),I4210093804,company,company,Other,1,2022,0.00032341028444704545,21.0,0.0,1.3409185386039109e-17,54
A5000133452,A5000133452,Kuo Zhang,Chinese Academy of Medical Sciences & Peking Union Medical College,I200296433,education,education,Other,1,2024,0.00021560685629803028,14.0,0.0,6.190867269545803e-08,55
A5000135593,A5000135593,Aasma Shaukat,VA NY Harbor Healthcare System,I2800015068,healthcare,healthcare,Other,1,2024,6.160195894229437e-05,4.0,0.0,6.163137606634206e-09,56
A5000136911,A5000136911,Chao Zhang,University of Science and Technology of China,I126520041,education,education,Other,1,2024,0.00013860440762016233,9.0,0.0,6.879900320000168e-10,150
A5000137935,A5000137935,Heliang Sui,China Academy of Engineering Physics,I2801345734,facility,research_institute,Other,1,2022,0.00012320391788458874,8.0,0.0,3.375510642239298e-24,58
A5000141628,A5000141628,Xiaodong Gu,Fudan University,I24943067,education,education,Other,2,2022,6.160195894229437e-05,4.0,0.0,2.0411112435841727e-30,59
A5000141831,A5000141831,Yiyu Shi,University of Notre Dame,I107639228,education,education,Other,2,2023;2025,0.00020020636656245669,13.0,0.0002692141897176176,1.5102563624353943e-09,56
A5000142410,A5000142410,Michael Sharman,,,,unknown,Other,1,2024,0.0,0.0,0.0,2.024029421174194e-40,60
A5000145305,A5000145305,Jeremy Appleyard,Nvidia (United States),I4210127875,company,company,NVIDIA,1,2022,0.0001848058768268831,12.0,0.0,8.268813700143595e-11,728
A5000145535,A5000145535,Ping Luo,Shanghai Artificial Intelligence Laboratory,I4391012619,facility,research_institute,Other,2,2023,0.0005082161612739285,64.0,0.0,5.1150716526428e-07,62
A5000152361,A5000152361,Juliana Ryan,La Trobe University,I196829312,education,education,Other,1,2022,3.0800979471147184e-05,2.0,0.0,8.911245696046876e-26,63
A5000153218,A5000153218,Si̇nan Sonlu,Bilkent University,I168864056,education,education,Other,1,2025,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,64
A5000155122,A5000155122,Jiru Li,Dalian University of Technology,I27357992,education,education,Other,1,2024,0.00029260930497589826,19.0,0.0,1.6528079721413696e-11,65
A5000156461,A5000156461,David Chuan-En Lin,Carnegie Mellon University,I74973139,education,education,Other,2,2024;2025,7.700244867786796e-05,6.0,0.0,9.67366081078634e-10,66
A5000157874,A5000157874,Susu Xu,Stony Brook University,I59553526,education,education,Other,1,2022,1.5400489735573592e-05,1.0,0.0,2.6529358429214393e-35,67
A5000160230,A5000160230,Hiroiko Suwa,RIKEN Center for Advanced Intelligence Project,I4210126580,facility,research_institute,Other,1,2025,7.700244867786796e-05,5.0,0.0,3.426005671834173e-27,68
A5000166176,A5000166176,Aaron Rodwell,Wollongong Hospital,I2801395776,healthcare,healthcare,Other,1,2023,9.240293841344155e-05,6.0,0.0,1.8298331254733311e-07,69
A5000168148,A5000168148,Kaiqiang Xu,Dalian University of Technology,I27357992,education,education,Other,1,2023,7.700244867786796e-05,5.0,0.0,6.547544691419544e-09,70
A5000168915,A5000168915,Devendra Singh Sachan,Mila - Quebec Artificial Intelligence Institute,I4210164802,facility,research_institute,Other,1,2022,7.700244867786796e-05,5.0,0.0,4.3872143536855184e-07,71
A5000171711,A5000171711,Milad Moradi,Austrian Research Institute for Artificial Intelligence,I161878677,facility,research_institute,Other,2,2023;2025,0.00016940538709130952,12.0,1.0857679685598219e-05,5.3529309258519016e-17,72
A5000172484,A5000172484,Anukriti Kaushal,Delhi Technological University,I863896202,education,education,Other,1,2025,1.5400489735573592e-05,1.0,0.0,2.6529358429214393e-35,73
A5000173131,A5000173131,Anran Li,Yale University,I32971472,education,unknown,Other,2,2024;2025,0.00024640783576917747,21.0,0.0,6.65321647783638e-09,74
A5000174202,A5000174202,Moein Heidari,Iran University of Science and Technology,I67009956,education,unknown,Other,2,2022;2023,9.240293841344155e-05,12.0,0.0,8.458280268254595e-09,75
A5000176767,A5000176767,Evynurul Laily Zen,State University of Malang,I102893293,education,education,Other,1,2022,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,76
A5000181951,A5000181951,Xin Lai,,,,unknown,Other,1,2023,9.240293841344155e-05,6.0,0.0,2.3421885240621907e-10,77
A5000183010,A5000183010,Óscar Villacañas,Clinica Rotger,I4210133197,healthcare,healthcare,Other,1,2022,0.00016940538709130952,11.0,0.0,4.490534154186483e-22,78
A5000183143,A5000183143,Renato Natal Jorge,Universidade do Porto,I182534213,education,education,Other,2,2022,0.00033881077418261904,44.0,0.0,2.5753102434076633e-12,79
A5000184075,A5000184075,Haoxuan Wu,City University of Hong Kong,I168719708,education,education,Other,1,2025,7.700244867786796e-05,5.0,0.0,1.90096390251765e-10,1661
A5000184834,A5000184834,Xueting Wang,CyberAgent (Japan),I4210089607,company,company,Other,1,2023,3.0800979471147184e-05,2.0,0.0,1.938570061500942e-29,81
A5000188096,A5000188096,Shrimai Prabhumoye,,,,unknown,Other,1,2022,0.00027720881524032466,18.0,0.0,3.805162895581239e-09,77
A5000190032,A5000190032,Zhien Feng,Capital Medical University,I183519381,education,education,Other,1,2022,0.00010780342814901514,7.0,0.0,4.557709073493508e-25,82
A5000190324,A5000190324,Jared Kramer,Amazon (Germany),I4210089985,company,company,Amazon,1,2025,0.00020020636656245669,13.0,0.0,6.171538287138985e-21,83
A5000192505,A5000192505,Stefano Mancini,University of Zurich,I202697423,education,education,Other,1,2024,9.240293841344155e-05,6.0,0.0,4.708510045729821e-26,84
A5000192581,A5000192581,Steve Horvath,,,,unknown,Other,1,2024,7.700244867786796e-05,5.0,0.0,2.9815877392165525e-09,85
A5000192888,A5000192888,Hiroaki Ikeda,Nagasaki University,I43777268,education,education,Other,1,2022,0.00013860440762016233,9.0,0.0,2.0240294211741967e-23,86
A5000196131,A5000196131,Yaowei Feng,Ningxia University,I21642278,education,education,Other,1,2024,7.700244867786796e-05,5.0,0.0,2.5861000424015284e-09,87
A5000197017,A5000197017,Amr Hassan,University of Washington,I201448701,education,education,Other,1,2022,0.0,0.0,0.0,2.024029421174194e-40,88
A5000205211,A5000205211,Laura Lavertu,University of Strathclyde,I181647926,education,education,Other,1,2024,0.00021560685629803028,14.0,0.0,1.9941977643373966e-20,89
A5000205420,A5000205420,Sharifah E. Alhazmi,Umm al-Qura University,I199693650,education,education,Other,1,2023,7.700244867786796e-05,5.0,0.0,3.426005671834173e-27,90
A5000207495,A5000207495,Haiying Liang,Clemson University,I8078737,education,education,Other,1,2022,0.0001848058768268831,12.0,0.0,1.7508696326221448e-21,91
A5000207892,A5000207892,Chenglu Li,University of Utah,I223532165,education,education,Other,2,2025,7.700244867786796e-05,9.0,0.0,2.3798247340039787e-12,66
A5000211688,A5000211688,Daniil Orel,,,,unknown,Other,2,2025,9.240293841344155e-05,12.0,0.0,2.5657710129712237e-08,93
A5000214180,A5000214180,Takahito Fujimori,Sakai Municipal Hospital,I4210104391,healthcare,healthcare,Other,1,2024,0.00010780342814901514,7.0,0.0,4.557709073493508e-25,94
A5000215116,A5000215116,Harald Kittler,Medical University of Vienna,I76134821,education,education,Other,2,2023;2025,0.0003696117536537662,24.0,7.238453123732146e-06,8.032439470243997e-11,95
A5000223219,A5000223219,Liang Zhao,Beijing Academy of Artificial Intelligence,I4210100255,other,unknown,Other,1,2025,0.00016940538709130952,11.0,0.0,1.0310391399489304e-08,462
A5000226430,A5000226430,Hongxin Xiang,Hunan University,I16609230,education,education,Other,1,2024,0.00015400489735573593,10.0,0.0,2.2892575873845515e-09,1165
A5000231744,A5000231744,Miles Williams,University of Sheffield,I91136226,education,education,Other,1,2024,4.620146920672077e-05,3.0,0.0,1.1731225637978788e-23,97
A5000232184,A5000232184,Koichi Kise,Osaka Metropolitan University,I4387152983,education,education,Other,1,2022,6.160195894229437e-05,4.0,0.0,1.0638813767875932e-26,98
A5000232528,A5000232528,Yang Feng,Guangxi University,I150807315,education,education,Other,2,2024;2025,0.00010780342814901514,7.0,0.0,6.145067610331923e-28,99
A5000235387,A5000235387,Manjun Ma,Zhejiang Sci-Tech University,I1328775524,education,education,Other,1,2022,4.620146920672077e-05,3.0,0.0,1.0168365031481552e-13,100
A5000240082,A5000240082,Ya-Bo Xie,Beijing University of Technology,I37796252,education,education,Other,1,2025,9.240293841344155e-05,6.0,0.0,2.808220801653479e-10,8
A5000244644,A5000244644,Max Rollwage,Digital Catapult (United Kingdom),I4210140554,company,company,Other,1,2025,9.240293841344155e-05,6.0,0.0,4.708510045729821e-26,101
A5000245150,A5000245150,Alexander J. Smola,Amazon (United States),I1311688040,company,company,Amazon,1,2022,4.620146920672077e-05,3.0,0.0,2.743757533720079e-10,34
A5000245959,A5000245959,Lin Guo,Hospital for Sick Children,I2801317318,healthcare,unknown,Other,3,2023;2024,0.00015400489735573593,24.0,0.0,2.2106423077706852e-05,102
A5000249065,A5000249065,Susan K. Seo,Memorial Sloan Kettering Cancer Center,I1334819555,healthcare,healthcare,Other,1,2025,0.00024640783576917747,16.0,0.0,7.505036674527208e-16,103
A5000250405,A5000250405,Zixi Tuo,Xi'an Jiaotong University,I87445476,education,education,Other,1,2023,0.00012320391788458874,8.0,0.0,4.452344847425044e-10,104
A5000254294,A5000254294,Shahin Mohammadi,,,,unknown,Other,1,2025,9.240293841344155e-05,6.0,0.0,1.0821474665212892e-08,93
A5000254700,A5000254700,Takahiro Itaya,Keio University,I203951103,education,education,Other,1,2023,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,105
A5000258665,A5000258665,Robin Cosbey,Pacific Northwest National Laboratory,I142606810,facility,research_institute,Other,1,2022,0.00012320391788458874,8.0,0.0,3.915544627885486e-24,106
A5000260621,A5000260621,Keith A. Youker,Houston Methodist,I1295876152,healthcare,healthcare,Other,1,2025,0.00029260930497589826,19.0,0.0,4.151972087202331e-11,107
A5000265897,A5000265897,Roger B. Dannenberg,,,,unknown,Other,2,2024,0.0009548303636055627,71.0,2.387149434422303e-07,8.092038429348832e-08,71
A5000277651,A5000277651,Gentry Berry,Mississippi State University,I99041443,education,education,Other,1,2022,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,108
A5000279490,A5000279490,Joanne M. Atlee,University of Waterloo,I151746483,education,education,Other,1,2024,6.160195894229437e-05,4.0,0.0,1.54421189969955e-28,109
A5000280018,A5000280018,Jintian Liang,Amazon (United States),I1311688040,company,company,Amazon,1,2022,0.00035421126391819264,23.0,0.0,5.885832926575312e-17,110
A5000283424,A5000283424,Muhammad Ibrahim,Information Technology University,I1323252656,education,education,Other,1,2022,4.620146920672077e-05,3.0,0.0,7.803347290817479e-23,111
A5000283605,A5000283605,Xue‐Hua Du,Wuhan University,I37461747,education,education,Other,1,2022,0.0001848058768268831,12.0,0.0,1.7508696326221448e-21,112
A5000290221,A5000290221,Minnet Khan,Indraprastha Institute of Information Technology Delhi,I119939252,education,education,Other,1,2022,9.240293841344155e-05,6.0,0.0,4.708510045729821e-26,113
A5000290961,A5000290961,Suttisak Wizadwongsa,Vidyasirimedhi Institute of Science and Technology,I4210153049,education,education,Other,1,2022,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,114
A5000291379,A5000291379,Felix Morsdorf,,,,unknown,Other,1,2022,0.0,0.0,0.0,2.024029421174194e-40,115
A5000295734,A5000295734,Yue Yu,,,,unknown,Other,1,2025,6.160195894229437e-05,4.0,0.0,1.5089298861847492e-09,116
A5000299138,A5000299138,Haoran Tang,Peking University,I20231570,education,education,Other,1,2024,7.700244867786796e-05,5.0,0.0,9.430055457274067e-08,1661
A5000300454,A5000300454,Saurabh Saxena,,,,unknown,Other,1,2022,0.00016940538709130952,11.0,0.0,7.336705723625472e-07,14
A5000300751,A5000300751,Salman Khan,Mohamed bin Zayed University of Artificial Intelligence,I4210113480,education,education,Other,6,2023;2024;2025,0.0003696117536537662,34.0,9.154534266084003e-05,4.031720115493528e-09,87
A5000300840,A5000300840,Dingzirui Wang,Harbin Institute of Technology,I204983213,education,education,Other,1,2025,6.160195894229437e-05,4.0,0.0,2.07188822905402e-09,200
A5000301628,A5000301628,Sixiang Chen,,,,unknown,Other,1,2025,0.00013860440762016233,9.0,0.0,1.1078511667015208e-09,69
A5000303572,A5000303572,Xiao Chuan Ran,University of Illinois Urbana-Champaign,I157725225,education,education,Other,1,2024,0.00010780342814901514,7.0,0.0,2.3172233796567874e-13,66
A5000304469,A5000304469,Jiaxi Yang,,,,unknown,Other,1,2025,0.00016940538709130952,11.0,0.0,8.198364746572334e-09,658
A5000305374,A5000305374,Rahat Khan,Prince Mohammad bin Fahd University,I138564716,education,education,Other,1,2023,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,119
A5000308763,A5000308763,Jie Long Kew,University of Malaya,I33849332,education,education,Other,1,2022,0.00010780342814901514,7.0,0.0,8.794965381740582e-11,74
A5000311674,A5000311674,Fazle Rabbi,Concordia University,I60158472,education,education,Other,2,2025,7.700244867786796e-05,7.0,0.0,4.580070800198235e-12,200
A5000311824,A5000311824,Alexander Lavin,,,,unknown,Other,1,2025,0.0001848058768268831,12.0,0.0,2.734324892058032e-21,121
A5000312791,A5000312791,Joya Chen,,,,unknown,Other,1,2025,0.00012320391788458874,8.0,0.0,9.060648565719384e-10,1661
A5000318076,A5000318076,Jiahong Ning,Dalian Maritime University,I43313876,education,education,Other,1,2025,9.240293841344155e-05,6.0,0.0,4.708510045729821e-26,122
A5000320110,A5000320110,Jessica Katy Skelton,Imperial College London,I47508984,education,education,Other,1,2023,0.0006468205688940909,42.0,0.0,1.1889964719110617e-12,123
A5000324199,A5000324199,Bishnu Prasad Bhattarai,United States Department of Energy,I1330989302,government,government,Other,1,2024,0.00040041273312491337,26.0,0.0,7.544021819140236e-10,124
A5000324467,A5000324467,Jin Mao,Wilkes University,I160003610,education,education,Other,1,2023,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,125
A5000326689,A5000326689,Ruan Silva,,,,unknown,Other,1,2023,0.0,0.0,0.0,2.024029421174194e-40,126
A5000326701,A5000326701,Andres Ortega‐Guerrero,École Polytechnique Fédérale de Lausanne,I5124864,education,education,Other,3,2023;2024,4.620146920672077e-05,9.0,0.0,3.1964656488653963e-07,127
A5000329984,A5000329984,Nicole Kops,Erasmus MC,I2801952686,funder,unknown,Other,1,2022,0.00013860440762016233,9.0,0.0,2.0240294211741967e-23,128
A5000331140,A5000331140,Jeremiah Milbauer,,,,unknown,Other,1,2023,0.00035421126391819264,23.0,0.0,1.8426180156682712e-07,22
A5000331501,A5000331501,Bibo Lin,University of Oregon,I181233156,education,education,Other,1,2025,4.620146920672077e-05,3.0,0.0,1.0535732847741995e-29,129
A5000338592,A5000338592,Deke Tang,,,,unknown,Other,1,2023,0.0001848058768268831,12.0,0.0,8.173681921281892e-12,130
A5000340275,A5000340275,Aman Jolly,Delhi Technological University,I863896202,education,education,Other,1,2022,6.160195894229437e-05,4.0,0.0,1.54421189969955e-28,131
A5000341866,A5000341866,Sophia J. Wagner,Technical University of Munich,I62916508,facility,research_institute,Other,7,2023;2024;2025,0.0007700244867786796,88.0,0.00021797559383283786,1.9738017562386955e-07,132
A5000342861,A5000342861,Jordan M. Glenn,Neurotrack Technologies (United States),I4210161436,company,company,Other,1,2023,0.00047741518180278135,31.0,0.0,7.830084566134839e-15,133
A5000343600,A5000343600,Natalie Maus,,,,unknown,Other,1,2023,4.620146920672077e-05,3.0,0.0,2.9710498482316724e-22,134
A5000348407,A5000348407,Yu Guan,Alibaba Group (China),I45928872,company,company,Other,1,2024,0.00023100734603360388,15.0,0.0,5.973880436809412e-20,135
A5000349449,A5000349449,Pamela S. Soltis,Florida Museum of Natural History,I1313142568,archive,research_institute,Other,1,2022,0.000754623997043106,49.0,0.0,1.5442118996995492e-11,136
A5000351035,A5000351035,Cyril Foropon,Montpellier Business School,I4210131537,education,education,Other,1,2024,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,137
A5000354437,A5000354437,Shuai Yuan,University of Hong Kong,I889458895,education,education,Other,1,2024,0.00012320391788458874,8.0,0.0,3.375510642239298e-24,138
A5000355861,A5000355861,Hanqiu Deng,Beijing Academy of Artificial Intelligence,I4210100255,other,unknown,Other,2,2023,0.00010780342814901514,14.0,0.0,1.1874965428335875e-08,139
A5000358833,A5000358833,Alissa Zaccaria,,,,unknown,Other,1,2024,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,140
A5000360196,A5000360196,Yuang Peng,,,,unknown,Other,1,2023,0.00015400489735573593,10.0,0.0,1.8292701705770237e-12,8
A5000363449,A5000363449,Wanyu Bian,Harvard University,I136199984,education,education,Other,1,2024,6.160195894229437e-05,4.0,0.0,1.54421189969955e-28,141
A5000363835,A5000363835,Mohaimen Al-Zubaidy,Royal Victoria Infirmary,I2800516725,healthcare,healthcare,Other,1,2023,0.00027720881524032466,18.0,0.0,1.1092464239572838e-18,142
A5000369202,A5000369202,Jabbar Ali Zakeri,Iran University of Science and Technology,I67009956,education,education,Other,1,2022,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,143
A5000370390,A5000370390,Elisabete Carolino,University of Lisbon,I141596103,education,education,Other,1,2025,6.160195894229437e-05,4.0,0.0,1.54421189969955e-28,144
A5000371339,A5000371339,Zhiye Guo,University of Missouri,I76835614,education,education,Other,2,2023,0.00010780342814901514,12.0,0.0,4.061392652017344e-08,69
A5000374325,A5000374325,David G. Standaert,University of Alabama at Birmingham,I32389192,education,education,Other,1,2022,0.00010780342814901514,7.0,0.0,4.557709073493508e-25,145
