id,author_id,display_name,main_institution_name,main_institution_id,main_institution_type,simplified_institution_category,target_firm_label,publication_count,year_list,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
A5000074622,A5000074622,Weizhe Xu,University of Washington,I201448701,education,education,Other,1,2022,0.0002384358607534573,4.0,0.0,3.401109804862115e-14,14
A5000080119,A5000080119,Aykut Erdem,Saudi Heart Association,I4210103399,nonprofit,nonprofit,Other,1,2022,0.0,0.0,0.0,5.5095984033568355e-21,15
A5000083284,A5000083284,Thierry Poibeau,Centre National de la Recherche Scientifique,I1294671590,government,government,Other,1,2022,0.00011921793037672866,2.0,0.0,1.0844542537327259e-16,16
A5000091089,A5000091089,Lynn He,,,,unknown,Other,1,2022,0.0020863137815927513,35.0,0.0,9.343093638553374e-07,17
A5000105147,A5000105147,Nisha Devasia,IIT@MIT,I4210110987,facility,research_institute,Other,1,2022,0.00041726275631855027,7.0,0.0,4.851744354059145e-12,18
A5000111344,A5000111344,Richard S. Zemel,,,,unknown,Other,2,2022,0.0007749165474487363,14.0,2.1859226425468583e-05,1.7679018781532105e-09,13
A5000115067,A5000115067,Donald Metzler,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,5,2022,0.002503576537911302,54.0,0.0006616591633239745,1.0849260124823686e-05,6
A5000126238,A5000126238,Yacine Jernite,Hugging Face,I4387154989,company,company,Hugging Face,3,2022,0.002145922746781116,37.0,0.00046645624764400385,2.1385732229562263e-06,19
A5000133219,A5000133219,Robert Giusti,Accenture (Ireland),I4210093804,company,company,Other,1,2022,0.001251788268955651,21.0,0.0,6.6515685547686685e-09,20
A5000137935,A5000137935,Heliang Sui,China Academy of Engineering Physics,I2801345734,facility,research_institute,Other,1,2022,0.0004768717215069146,8.0,0.0,2.134531307622123e-12,21
A5000141628,A5000141628,Xiaodong Gu,Fudan University,I24943067,education,education,Other,2,2022,0.0002384358607534573,4.0,3.9744048046306543e-07,1.2418689897150338e-15,22
A5000145305,A5000145305,Jeremy Appleyard,Nvidia (United States),I4210127875,company,company,NVIDIA,1,2022,0.000715307582260372,12.0,0.0,2.587704373695185e-07,23
A5000152361,A5000152361,Juliana Ryan,La Trobe University,I196829312,education,education,Other,1,2022,0.00011921793037672866,2.0,0.0,1.0844542537327259e-16,24
A5000157874,A5000157874,Susu Xu,Stony Brook University,I59553526,education,education,Other,1,2022,5.960896518836433e-05,1.0,0.0,2.8209143825186998e-18,25
A5000168915,A5000168915,Devendra Singh Sachan,Mila - Quebec Artificial Intelligence Institute,I4210164802,facility,research_institute,Other,1,2022,0.00029804482594182163,5.0,0.0,3.1468487762921315e-07,26
A5000174202,A5000174202,Moein Heidari,,,,unknown,Other,1,2022,0.000357653791130186,6.0,0.0,2.223321686968891e-13,27
A5000176767,A5000176767,Evynurul Laily Zen,State University of Malang,I102893293,education,education,Other,1,2022,0.00011921793037672866,2.0,0.0,1.0844542537327259e-16,28
A5000183010,A5000183010,Óscar Villacañas,Clinica Rotger,I4210133197,healthcare,healthcare,Other,1,2022,0.0006556986170720076,11.0,0.0,2.8428317589051186e-11,29
A5000183143,A5000183143,Renato Natal Jorge,Universidade do Porto,I182534213,education,education,Other,2,2022,0.0013113972341440151,44.0,0.0,4.169006460199462e-06,30
A5000188096,A5000188096,Shrimai Prabhumoye,,,,unknown,Other,1,2022,0.001072961373390558,18.0,0.0,1.8268509146247784e-08,31
A5000190032,A5000190032,Zhien Feng,Capital Medical University,I183519381,education,education,Other,1,2022,0.00041726275631855027,7.0,0.0,7.394857798909816e-13,32
A5000192888,A5000192888,Hiroaki Ikeda,Nagasaki University,I43777268,education,education,Other,1,2022,0.000536480686695279,9.0,0.0,5.509598403356834e-12,33
A5000197017,A5000197017,Amr Hassan,University of Washington,I201448701,education,education,Other,1,2022,0.0,0.0,0.0,5.5095984033568355e-21,34
A5000207495,A5000207495,Haiying Liang,Clemson University,I8078737,education,education,Other,1,2022,0.000715307582260372,12.0,0.0,5.842653281387934e-11,35
A5000232184,A5000232184,Koichi Kise,Osaka Metropolitan University,I4387152983,education,education,Other,1,2022,0.0002384358607534573,4.0,0.0,5.0559430294629965e-14,36
A5000235387,A5000235387,Manjun Ma,Zhejiang Sci-Tech University,I1328775524,education,education,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,37
A5000245150,A5000245150,Alexander J. Smola,Amazon (United States),I1311688040,company,company,Amazon,1,2022,0.000178826895565093,3.0,0.0,5.84873072104114e-11,31
A5000258665,A5000258665,Robin Cosbey,Pacific Northwest National Laboratory,I142606810,facility,research_institute,Other,1,2022,0.0004768717215069146,8.0,0.0,2.134531307622123e-12,38
A5000277651,A5000277651,Gentry Berry,Mississippi State University,I99041443,education,education,Other,1,2022,0.00011921793037672866,2.0,0.0,1.0844542537327259e-16,39
A5000280018,A5000280018,Jintian Liang,Amazon (United States),I1311688040,company,company,Amazon,1,2022,0.0013710061993323795,23.0,0.0,1.4555298605594199e-08,40
A5000283424,A5000283424,Muhammad Ibrahim,Information Technology University,I1323252656,education,education,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,41
A5000283605,A5000283605,Xue‐Hua Du,Wuhan University,I37461747,education,education,Other,1,2022,0.000715307582260372,12.0,0.0,5.842653281387934e-11,42
A5000290221,A5000290221,Minnet Khan,Indraprastha Institute of Information Technology Delhi,I119939252,education,education,Other,1,2022,0.000357653791130186,6.0,0.0,2.223321686968891e-13,43
A5000290961,A5000290961,Suttisak Wizadwongsa,Vidyasirimedhi Institute of Science and Technology,I4210153049,education,education,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,44
A5000291379,A5000291379,Felix Morsdorf,,,,unknown,Other,1,2022,0.0,0.0,0.0,5.5095984033568355e-21,45
A5000300454,A5000300454,Saurabh Saxena,,,,unknown,Other,1,2022,0.0006556986170720076,11.0,0.0,8.713651869388736e-08,46
A5000308763,A5000308763,Jie Long Kew,University of Malaya,I33849332,education,education,Other,1,2022,0.00041726275631855027,7.0,0.0,7.394857798909816e-13,47
A5000329984,A5000329984,Nicole Kops,Erasmus MC,I2801952686,funder,unknown,Other,1,2022,0.000536480686695279,9.0,0.0,5.509598403356834e-12,48
A5000340275,A5000340275,Aman Jolly,Delhi Technological University,I863896202,education,education,Other,1,2022,0.0002384358607534573,4.0,0.0,1.076093438155632e-14,49
A5000349449,A5000349449,Pamela S. Soltis,Florida Museum of Natural History,I1313142568,archive,research_institute,Other,1,2022,0.002920839294229852,49.0,0.0,1.0760934381556349e-05,50
A5000369202,A5000369202,Jabbar Ali Zakeri,Iran University of Science and Technology,I67009956,education,education,Other,1,2022,0.00011921793037672866,2.0,0.0,1.0844542537327259e-16,51
A5000374325,A5000374325,David G. Standaert,University of Alabama at Birmingham,I32389192,education,education,Other,1,2022,0.00041726275631855027,7.0,0.0,7.394857798909816e-13,52
A5000377034,A5000377034,Wen-Chin Huang,Nagoya University,I60134161,education,education,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,53
A5000398020,A5000398020,Abderrafea Elbahi,Aquatic Systems (United States),I4210122974,company,company,Other,1,2022,0.000357653791130186,6.0,0.0,2.223321686968891e-13,54
A5000444509,A5000444509,P Aparna,Central University of Tamil Nadu,I112471378,education,education,Other,1,2022,0.00029804482594182163,5.0,0.0,5.552405779111559e-14,55
A5000457976,A5000457976,Qunfen Qi,Engineering and Physical Sciences Research Council,I1299528221,government,government,Other,1,2022,0.0002384358607534573,4.0,0.0,3.332602080915175e-13,56
A5000474748,A5000474748,Lewei Lu,,,,unknown,Other,1,2022,0.0006556986170720076,11.0,0.0,2.9574371618148147e-09,516
A5000483356,A5000483356,Yutong Xie,Peking University,I20231570,education,education,Other,1,2022,5.960896518836433e-05,1.0,0.0,2.8209143825186998e-18,58
A5000491132,A5000491132,Kshitij Sharma,,,,unknown,Other,1,2022,0.00029804482594182163,5.0,0.0,5.552405779111559e-14,59
A5000496102,A5000496102,Shuwang Yan,Nankai University,I205237279,education,education,Other,1,2022,0.000357653791130186,6.0,0.0,2.223321686968891e-13,60
A5000515409,A5000515409,Yajuan Lyu,,,,unknown,Other,1,2022,0.0005960896518836433,10.0,0.0,1.8197328805916314e-10,61
A5000527699,A5000527699,Francesca Rossi,,,,unknown,Other,1,2022,0.00041726275631855027,7.0,0.0,7.394857798909816e-13,62
A5000534939,A5000534939,Hao Xu,Zhejiang Shuren University,I4210127700,education,education,Other,1,2022,0.00029804482594182163,5.0,0.0,5.552405779111559e-14,63
A5000538495,A5000538495,Andrey G. Cherstvy,University of Potsdam,I176453806,education,education,Other,1,2022,0.00011921793037672866,2.0,0.0,1.8053852048119679e-16,64
A5000552564,A5000552564,Maria Creignou,Karolinska University Hospital,I1335113835,healthcare,healthcare,Other,1,2022,0.0,0.0,0.0,5.5095984033568355e-21,65
A5000557248,A5000557248,Jana Ptačinová,,,,unknown,Other,1,2022,0.0002384358607534573,4.0,0.0,1.076093438155632e-14,66
A5000564739,A5000564739,Hao Xue,UNSW Sydney,I31746571,education,education,Other,2,2022,0.00011921793037672866,4.0,0.0,1.0760934381556314e-14,67
A5000573277,A5000573277,Manex Serras,Vicomtech,I4210092551,facility,research_institute,Other,1,2022,0.0006556986170720076,11.0,0.0,2.8428317589051186e-11,29
A5000577448,A5000577448,Mathew D. Halls,Schrodinger (United States),I203455613,company,company,Other,1,2022,0.00041726275631855027,7.0,0.0,7.394857798909816e-13,68
A5000590225,A5000590225,Guillaume Serieys,LIP6,I4210159731,facility,research_institute,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,69
A5000592091,A5000592091,Henk J. Veeze,,,,unknown,Other,1,2022,0.0004768717215069146,8.0,0.0,2.134531307622123e-12,70
A5000595364,A5000595364,Pau Fontova-Musté,Barcelona Supercomputing Center,I2799803557,facility,research_institute,Other,1,2022,0.000536480686695279,9.0,0.0,5.509598403356834e-12,71
A5000598960,A5000598960,Chiara Ceccobello,Fermi National Accelerator Laboratory,I1314696892,facility,research_institute,Other,1,2022,0.0,0.0,0.0,5.5095984033568355e-21,72
A5000599262,A5000599262,Jef Peeters,Flanders Make (Belgium),I4210116480,company,company,Other,1,2022,0.0002384358607534573,4.0,0.0,1.076093438155632e-14,73
A5000604958,A5000604958,Chen‐Zi Zhao,Tsinghua University,I99065089,education,education,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,74
A5000619933,A5000619933,Wei Peng,,,,unknown,Other,1,2022,0.000715307582260372,12.0,0.0,5.842653281387934e-11,75
A5000622050,A5000622050,M. R. Eslami,Amirkabir University of Technology,I158248296,education,education,Other,1,2022,0.00011921793037672866,2.0,0.0,1.0844542537327259e-16,76
A5000623592,A5000623592,Ishan Misra,,,,unknown,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,77
A5000625246,A5000625246,Opher Lieber,,,,unknown,Other,1,2022,0.0009537434430138292,16.0,0.0,4.3601527452672586e-09,78
A5000635267,A5000635267,Vijay Janapa Reddi,,,,unknown,Other,1,2022,0.0020863137815927513,35.0,0.0,9.343093638553374e-07,17
A5000640247,A5000640247,Michael Ingrisch,,,,unknown,Other,1,2022,0.0005960896518836433,10.0,0.0,1.299134483353253e-11,79
A5000645350,A5000645350,Shaili Gupta,Institute of Management Technology,I166533956,education,education,Other,1,2022,0.0002384358607534573,4.0,0.0,1.2057653076256294e-13,80
A5000659687,A5000659687,Emi A. Lutz,Massachusetts Institute of Technology,I63966007,education,education,Other,1,2022,0.0005960896518836433,10.0,0.0,1.299134483353253e-11,81
A5000662963,A5000662963,Hadi Abroshan,Schrodinger (United States),I203455613,company,company,Other,1,2022,0.00041726275631855027,7.0,0.0,7.394857798909816e-13,68
A5000667658,A5000667658,Jian Tang,,,,unknown,Other,1,2022,0.00029804482594182163,5.0,0.0,1.4118174102133731e-09,46
A5000680377,A5000680377,Liang Hong,Chinese University of Hong Kong,I177725633,education,education,Other,2,2022,0.0008345255126371005,21.0,4.545725495296311e-06,1.949766852813507e-09,82
A5000694161,A5000694161,Samuel G. Armato,University of Chicago,I40347166,education,education,Other,1,2022,0.0011921793037672865,20.0,0.0,4.376164076460866e-09,83
A5000703402,A5000703402,Jiaxin Cheng,Sun Yat-sen University,I157773358,education,education,Other,1,2022,0.00029804482594182163,5.0,0.0,5.552405779111559e-14,84
A5000712145,A5000712145,Klaus Hoerauf,Becton Dickinson (United States),I146461966,company,company,Other,1,2022,5.960896518836433e-05,1.0,0.0,2.8209143825186998e-18,85
A5000713520,A5000713520,Laurence Golding,Machine Intelligence Research Labs,I4210107658,facility,research_institute,Other,2,2022,0.001072961373390558,32.0,0.0,5.367679445516274e-07,19
A5000716606,A5000716606,Wendy Hall,University of Southampton,I43439940,education,education,Other,1,2022,0.00029804482594182163,5.0,0.0,5.552405779111559e-14,86
A5000716736,A5000716736,Jessica Dafflon,National Institute of Mental Health,I4210158500,facility,research_institute,Other,2,2022,0.0004768717215069146,14.0,0.0,5.049518793811366e-07,23
A5000724287,A5000724287,Xuekun Lu,The Faraday Institution,I4210156703,nonprofit,nonprofit,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,87
A5000725012,A5000725012,Pietro Ferrara,University of Washington,I201448701,education,education,Other,1,2022,0.0,0.0,0.0,5.5095984033568355e-21,88
A5000725482,A5000725482,Joseph L. Watson,University of Washington,I201448701,education,education,Other,1,2022,0.0015498330948974725,26.0,0.0,7.260743052811919e-08,89
A5000729344,A5000729344,Xiangtian Zheng,Texas A&M University,I91045830,education,education,Other,1,2022,0.0002384358607534573,4.0,0.0,1.076093438155632e-14,90
A5000732454,A5000732454,Luke W. Sagers,,,,unknown,Other,1,2022,0.00029804482594182163,5.0,0.0,7.758057798328995e-14,91
A5000735071,A5000735071,Rakeshkumar Mahto,,,,unknown,Other,1,2022,5.960896518836433e-05,1.0,0.0,2.8209143825186998e-18,92
A5000738730,A5000738730,Julian Martin Eisenschlos,,,,unknown,Other,2,2022,0.0005960896518836433,12.0,9.467236060261227e-07,3.46241225728569e-08,26
A5000739434,A5000739434,Sean P. Healey,Rocky Mountain Research Station,I4210140135,government,government,Other,1,2022,0.0,0.0,0.0,5.5095984033568355e-21,93
A5000751263,A5000751263,M. R. Narasingarao,Koneru Lakshmaiah Education Foundation,I875944469,education,education,Other,2,2022,0.00011921793037672866,3.0,0.0,8.336903920023428e-16,94
A5000758691,A5000758691,Tino Stanković,ETH Zurich,I35440088,education,education,Other,1,2022,0.00029804482594182163,5.0,0.0,5.552405779111559e-14,95
A5000758709,A5000758709,Heta A. Gandhi,University of Rochester,I5388228,education,education,Other,2,2022,0.0005960896518836433,20.0,0.0,3.605849539409209e-08,96
A5000767265,A5000767265,Srihari Nagaraj,,,,unknown,Other,1,2022,0.0009537434430138292,16.0,0.0,8.65440561503683e-10,97
A5000777470,A5000777470,Thomas Bortfeld,Harvard University,I136199984,education,education,Other,1,2022,5.960896518836433e-05,1.0,0.0,2.8209143825186998e-18,98
A5000791159,A5000791159,Umar Farooque,University of Washington,I201448701,education,education,Other,1,2022,0.0,0.0,0.0,5.5095984033568355e-21,99
A5000801624,A5000801624,Derin B. Keskin,Dana-Farber Cancer Institute,I4210117453,facility,research_institute,Other,1,2022,0.0013113972341440151,22.0,0.0,9.923627827798456e-09,100
A5000821684,A5000821684,Matthias Degroote,Centre for Quantum Technologies,I115455960,facility,research_institute,Other,1,2022,0.0007749165474487363,13.0,0.0,9.313818825217544e-09,96
A5000827309,A5000827309,Nupur Kumari,,,,unknown,Other,1,2022,0.0002384358607534573,4.0,0.0,8.537998283831686e-11,46
A5000832638,A5000832638,Jon Nolan,Birmingham and Solihull Mental Health NHS Foundation Trust,I2801901939,healthcare,healthcare,Other,1,2022,0.000357653791130186,6.0,0.0,2.223321686968891e-13,101
A5000842090,A5000842090,Bing Guo,Harbin Institute of Technology,I204983213,education,education,Other,1,2022,0.000357653791130186,6.0,0.0,2.223321686968891e-13,102
A5000852149,A5000852149,Pinkesh Badjatiya,Microsoft (India),I4210162141,company,company,Microsoft,1,2022,0.00029804482594182163,5.0,0.0,3.4785018113304526e-13,103
A5000864714,A5000864714,Princy Randhawa,Manipal University Jaipur,I73779912,education,education,Other,1,2022,0.0007749165474487363,13.0,0.0,1.1383407037280722e-10,104
A5000874697,A5000874697,Jonathan May,,,,unknown,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,105
A5000878312,A5000878312,Hélène Angot,Institute of Arctic and Alpine Research,I182286215,facility,research_institute,Other,1,2022,0.0,0.0,0.0,5.5095984033568355e-21,106
A5000880079,A5000880079,Patricia Dugan,New York University,I57206974,education,education,Other,1,2022,0.001847877920839294,31.0,0.0,3.629031570132178e-07,107
A5000884142,A5000884142,Shan Tie,Intarcia Therapeutics (United States),I4210094353,company,company,Other,1,2022,0.0005960896518836433,10.0,0.0,1.299134483353253e-11,108
A5000887671,A5000887671,Borun Lai,South China University of Technology,I90610280,education,education,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,109
A5000891560,A5000891560,Prachi P. Chavan,University of Washington,I201448701,education,education,Other,1,2022,0.0,0.0,0.0,5.5095984033568355e-21,110
A5000896822,A5000896822,Wayne Wu,,,,unknown,Other,2,2022,0.0005960896518836433,11.0,0.00033911608995511056,3.925380812352791e-10,111
A5000902180,A5000902180,M. Osman Gani,Meiji University,I16656306,education,education,Other,1,2022,5.960896518836433e-05,1.0,0.0,2.8209143825186998e-18,112
A5000926540,A5000926540,Lucy Campbell-Gillingham,,,,unknown,Other,2,2022,0.001072961373390558,20.0,0.0,2.9990135307943848e-05,113
A5000932424,A5000932424,Fabian Ferrari,University of Oxford,I40120149,education,education,Other,1,2022,5.960896518836433e-05,1.0,0.0,2.8209143825186998e-18,114
A5000937401,A5000937401,Dinggang Shen,ShanghaiTech University,I30809798,education,education,Other,1,2022,0.000536480686695279,9.0,0.0,5.509598403356834e-12,115
A5000947076,A5000947076,Pascal Frossard,,,,unknown,Other,1,2022,0.00041726275631855027,7.0,0.0,1.2517763876407852e-09,17
A5000950022,A5000950022,Gauri Joshi,Carnegie Mellon University,I74973139,education,education,Other,1,2022,0.0002384358607534573,4.0,0.0,1.076093438155632e-14,116
A5001006398,A5001006398,Thomas Furtmüller,Universität Innsbruck,I190249584,education,education,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,117
A5001011210,A5001011210,Benjamin Tolchin,Yale University,I32971472,education,education,Other,1,2022,0.0005960896518836433,10.0,0.0,1.299134483353253e-11,118
A5001013124,A5001013124,Zhengguo Zhu,Shijiazhuang Tiedao University,I90090648,education,education,Other,1,2022,0.000357653791130186,6.0,0.0,2.223321686968891e-13,119
A5001017727,A5001017727,Yehia Arafa,,,,unknown,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,120
A5001027226,A5001027226,Michael P. Brenner,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,3,2022,0.002145922746781116,41.0,0.00014242164199072604,4.1097139312771997e-07,107
A5001029093,A5001029093,Tom L. Blundell,,,,unknown,Other,1,2022,0.0006556986170720076,11.0,0.0,5.4025710597262405e-09,17
A5001031115,A5001031115,Anandraj Govindaraj,Universiti Putra Malaysia,I130343225,education,education,Other,1,2022,0.00029804482594182163,5.0,0.0,5.552405779111559e-14,121
A5001038698,A5001038698,Patrick A. Fekety,Shinshu University,I137975476,education,education,Other,1,2022,0.0,0.0,0.0,5.5095984033568355e-21,122
A5001041177,A5001041177,Orrin Devinsky,New York University,I57206974,education,education,Other,1,2022,0.001847877920839294,31.0,0.0,3.629031570132178e-07,107
A5001056000,A5001056000,Chi‐kwan Chan,Albert Einstein College of Medicine,I129975664,education,education,Other,1,2022,0.0,0.0,0.0,5.5095984033568355e-21,123
A5001058709,A5001058709,Jiongkun Fang,Guangdong University of Technology,I139024713,education,education,Other,1,2022,0.0002384358607534573,4.0,0.0,1.076093438155632e-14,124
A5001062090,A5001062090,M. Badaroux,"Institut Supérieur d’Informatique, de Modélisation et de leurs Applications",I4210104097,education,education,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,125
A5001077607,A5001077607,Gaoqi He,East China Normal University,I66867065,education,education,Other,1,2022,0.000536480686695279,9.0,0.0,5.509598403356834e-12,126
A5001083419,A5001083419,Mark Endo,Stanford University,I97018004,education,education,Other,1,2022,0.00029804482594182163,5.0,0.0,1.4278832796653908e-13,127
A5001087250,A5001087250,Parker Barnes,,,,unknown,Other,1,2022,0.0,0.0,0.0,5.5095984033568355e-21,128
A5001091279,A5001091279,Joan Puigcerver,,,,unknown,Other,1,2022,0.001669051025274201,28.0,0.0,2.188755479359872e-06,6
A5001093904,A5001093904,Shane Storks,University of Michigan,I27837315,education,education,Other,1,2022,0.0004768717215069146,8.0,0.0,2.2574481560080793e-12,129
A5001094226,A5001094226,Pranav Rajpurkar,Harvard University,I136199984,education,education,Other,2,2022,0.0004768717215069146,8.0,0.0,9.17467637348282e-14,91
A5001097474,A5001097474,Atushi Ishikawa,Kanazawa Gakuin University,I64947657,education,education,Other,1,2022,0.00011921793037672866,2.0,0.0,1.0844542537327259e-16,130
A5001108621,A5001108621,Manu Romero,,,,unknown,Other,1,2022,0.00029804482594182163,5.0,0.0,5.552405779111559e-14,131
A5001129714,A5001129714,Marcel Binz,Max Planck Institute for Biological Cybernetics,I4210112925,facility,research_institute,Other,1,2022,5.960896518836433e-05,1.0,0.0,1.3101825003182557e-17,132
A5001137429,A5001137429,T.V. Petrova,,,,unknown,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,133
A5001139738,A5001139738,Kristen M. Scheidter,Washington University in St. Louis,I204465549,education,education,Other,1,2022,0.0013710061993323795,23.0,0.0,1.5269219801902267e-08,9
A5001146558,A5001146558,Yian Zhang,,,,unknown,Other,1,2022,0.002920839294229852,49.0,0.0,2.3705765625448244e-05,134
A5001147278,A5001147278,Riccardo Cau,Azienda Ospedaliero-Universitaria Cagliari,I4210124799,healthcare,healthcare,Other,1,2022,0.0010133524082021935,17.0,0.0,1.173240693733163e-09,135
A5001165357,A5001165357,Sungjae Lee,,,,unknown,Other,1,2022,0.000536480686695279,9.0,0.0,8.3883145761089e-11,136
A5001168822,A5001168822,Zhichang Guo,Harbin Institute of Technology,I204983213,education,education,Other,1,2022,0.0002384358607534573,4.0,0.0,1.076093438155632e-14,137
A5001178359,A5001178359,Yevgen Chebotar,,,,unknown,Other,1,2022,0.0009537434430138292,16.0,0.0,4.849959568303931e-08,138
A5001181727,A5001181727,Changqing Du,Wuhan University of Technology,I196699116,education,education,Other,1,2022,0.000178826895565093,3.0,0.0,1.4443081638495743e-15,139
A5001189652,A5001189652,James Maningo,SeaWorld Entertainment,I1300699541,other,unknown,Other,1,2022,0.0005960896518836433,10.0,0.0,1.299134483353253e-11,140
A5001194068,A5001194068,Timothy Telleen-Lawton,,,,unknown,Other,2,2022,0.0026227944682880302,44.0,0.0,0.03303771583358247,141
A5001207425,A5001207425,Eduardo Mosqueira-Rey,Universidade da Coruña,I11019714,education,education,Other,1,2022,0.0002384358607534573,4.0,0.0,1.076093438155632e-14,142
A5001211242,A5001211242,Susan Athey,,,,unknown,Other,1,2022,0.0002384358607534573,4.0,0.0,1.076093438155632e-14,143
A5001215167,A5001215167,Si Si,,,,unknown,Other,1,2022,0.00041726275631855027,7.0,0.0,1.7019069755099566e-11,144
A5001224830,A5001224830,Margaret Li,,,,unknown,Other,1,2022,0.00029804482594182163,5.0,0.0,4.4140882718260343e-07,11
A5001225581,A5001225581,Maria Antoniak,Cornell University,I205783295,education,education,Other,2,2022,0.00011921793037672866,4.0,0.0,1.0760934381556314e-14,145
A5001236963,A5001236963,Hans‐Marc J. Siebelink,University of London,I124357947,education,education,Other,1,2022,0.0,0.0,0.0,5.5095984033568355e-21,146
A5001240413,A5001240413,Viktor H. Koelzer,University of Zurich,I202697423,education,education,Other,1,2022,0.0013710061993323795,23.0,0.0,1.4555298605594199e-08,147
A5001243382,A5001243382,Jungbeom Lee,Seoul National University,I139264467,education,education,Other,2,2022,0.000357653791130186,10.0,0.0,7.242339988478819e-12,148
A5001254143,A5001254143,Luc Van Gool,,,,unknown,Other,5,2022,0.0013113972341440151,28.0,0.001286041218686391,5.212580506013027e-10,138
A5001254604,A5001254604,E. Barbero García,Instituto de Salud Carlos III,I2801357902,funder,unknown,Other,1,2022,0.00029804482594182163,5.0,0.0,5.552405779111559e-14,149
A5001255024,A5001255024,Dongxue Wang,Wuhan University,I37461747,education,education,Other,1,2022,0.0002384358607534573,4.0,0.0,2.1971042629665196e-13,150
A5001255458,A5001255458,Jing Fan,Sichuan Agricultural University,I37574244,education,education,Other,1,2022,0.0009537434430138292,16.0,0.0,6.533715750053481e-10,151
A5001270995,A5001270995,Muhammad Akram,University of the Punjab,I172780181,education,education,Other,1,2022,5.960896518836433e-05,1.0,0.0,2.8209143825186998e-18,152
A5001283247,A5001283247,Yuta Hiraike,The University of Tokyo,I74801974,education,education,Other,1,2022,0.0011325703385789221,19.0,0.0,2.8209143825187033e-09,153
A5001285591,A5001285591,Mayuresh Sunil Pardeshi,Tunghai University,I169090423,education,education,Other,1,2022,5.960896518836433e-05,1.0,0.0,2.8209143825186998e-18,154
