id,author_id,display_name,main_institution_name,main_institution_id,main_institution_type,simplified_institution_category,target_firm_label,publication_count,year_list,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
A5000166176,A5000166176,Aaron Rodwell,Wollongong Hospital,I2801395776,healthcare,healthcare,Other,1,2023,0.00034376074252320387,6.0,0.0,9.003665113428604e-22,20
A5000168148,A5000168148,Kaiqiang Xu,Dalian University of Technology,I27357992,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,1.901601283583678e-10,21
A5000171711,A5000171711,Milad Moradi,Austrian Research Institute for Artificial Intelligence,I161878677,facility,research_institute,Other,1,2023,0.00045834765669760516,8.0,0.0,5.210945779263349e-22,22
A5000174202,A5000174202,Moein Heidari,Iran University of Science and Technology,I67009956,education,education,Other,1,2023,0.00034376074252320387,6.0,0.0,3.2019167104996665e-20,23
A5000181951,A5000181951,Xin Lai,,,,unknown,Other,1,2023,0.00034376074252320387,6.0,0.0,1.4677330641169973e-12,24
A5000184834,A5000184834,Xueting Wang,CyberAgent (Japan),I4210089607,company,company,Other,1,2023,0.00011458691417440129,2.0,0.0,3.792515121224155e-29,25
A5000205420,A5000205420,Sharifah E. Alhazmi,Umm al-Qura University,I199693650,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,26
A5000215116,A5000215116,Harald Kittler,Medical University of Vienna,I76134821,education,education,Other,1,2023,5.7293457087200645e-05,1.0,0.0,9.101045934494653e-34,27
A5000245959,A5000245959,Lin Guo,Hospital for Sick Children,I2801317318,healthcare,healthcare,Other,2,2023,0.0005729345708720064,16.0,3.2927048668924186e-06,3.928763388332722e-06,1
A5000250405,A5000250405,Zixi Tuo,Xi'an Jiaotong University,I87445476,education,education,Other,1,2023,0.00045834765669760516,8.0,0.0,4.064244783318314e-15,187
A5000254700,A5000254700,Takahiro Itaya,Keio University,I203951103,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,29
A5000300751,A5000300751,Salman Khan,Mohamed bin Zayed University of Artificial Intelligence,I4210113480,education,education,Other,2,2023,0.00045834765669760516,9.0,0.0,8.758706549057751e-09,30
A5000305374,A5000305374,Rahat Khan,Prince Mohammad bin Fahd University,I138564716,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,31
A5000320110,A5000320110,Jessica Katy Skelton,Imperial College London,I47508984,education,education,Other,1,2023,0.002406325197662427,42.0,0.0,8.769676734448033e-10,32
A5000324467,A5000324467,Jin Mao,Wilkes University,I160003610,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,33
A5000326689,A5000326689,Ruan Silva,,,,unknown,Other,1,2023,0.0,0.0,0.0,3.4717735040644275e-39,34
A5000326701,A5000326701,Andres Ortega‐Guerrero,École Polytechnique Fédérale de Lausanne,I5124864,education,education,Other,2,2023,0.00017188037126160193,6.0,0.0,5.6534831828837264e-24,35
A5000331140,A5000331140,Jeremiah Milbauer,,,,unknown,Other,1,2023,0.0013177495130056148,23.0,0.0,1.6479153615258707e-08,36
A5000338592,A5000338592,Deke Tang,,,,unknown,Other,1,2023,0.0006875214850464077,12.0,0.0,4.864413774666726e-18,37
A5000341866,A5000341866,Sophia J. Wagner,Center for Environmental Health,I2802821144,facility,research_institute,Other,1,2023,0.000630228027959207,11.0,0.0,4.396208545842137e-13,38
A5000342861,A5000342861,Jordan M. Glenn,Neurotrack Technologies (United States),I4210161436,company,company,Other,1,2023,0.00177609716970322,31.0,0.0,4.297847428011464e-12,39
A5000343600,A5000343600,Natalie Maus,,,,unknown,Other,1,2023,0.00017188037126160193,3.0,0.0,2.164875361641541e-24,40
A5000355861,A5000355861,Hanqiu Deng,Beijing Academy of Artificial Intelligence,I4210100255,other,unknown,Other,2,2023,0.0004010541996104045,14.0,0.0,2.2313320345105612e-07,41
A5000360196,A5000360196,Yuang Peng,,,,unknown,Other,1,2023,0.0005729345708720064,10.0,0.0,1.9302773613771427e-20,42
A5000363835,A5000363835,Mohaimen Al-Zubaidy,Royal Victoria Infirmary,I2800516725,healthcare,healthcare,Other,1,2023,0.0010312822275696117,18.0,0.0,3.6150657581272277e-16,43
A5000371339,A5000371339,Zhiye Guo,University of Missouri,I76835614,education,education,Other,2,2023,0.0004010541996104045,12.0,0.0,1.1248958311796554e-19,44
A5000376690,A5000376690,Senthujan Senkaiahliyan,,,,unknown,Other,1,2023,0.00022917382834880258,4.0,0.0,1.519328135050149e-25,45
A5000389309,A5000389309,Fei Chao,Ministry of Education of the People's Republic of China,I1327237609,government,government,Other,1,2023,0.0005156411137848059,9.0,0.0,9.479817271249671e-14,11
A5000394832,A5000394832,Weijun Qin,Kuaishou (China),I4401726859,company,company,Other,1,2023,0.0005156411137848059,9.0,0.0,3.9785362858208665e-20,46
A5000401412,A5000401412,Tassallah Abdullahi,Brown University,I27804330,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,47
A5000409439,A5000409439,Jimmy Xiangji Huang,York University,I192455969,education,education,Other,3,2023,0.0004010541996104045,13.0,2.7122010670735954e-05,5.134653733593373e-07,15
A5000415467,A5000415467,Sohrab Amiri,University of Washington,I201448701,education,education,Other,1,2023,0.0,0.0,0.0,3.4717735040644275e-39,48
A5000419989,A5000419989,Ziheng Wu,Alibaba Group (China),I45928872,company,company,Other,1,2023,0.0002864672854360032,5.0,0.0,1.3086359551829407e-10,49
A5000432413,A5000432413,Kailong Wang,,,,unknown,Other,3,2023,0.0012031625988312136,24.0,0.0005695622240854551,1.6511572162077118e-09,299
A5000432642,A5000432642,Jordi Vallverdú,Institució Catalana de Recerca i Estudis Avançats,I11932220,nonprofit,nonprofit,Other,1,2023,0.0,0.0,0.0,3.4717735040644275e-39,51
A5000467703,A5000467703,Xiaolei Huang,Pennsylvania State University,I130769515,education,education,Other,1,2023,0.00022917382834880258,4.0,0.0,1.038243384473393e-11,187
A5000467892,A5000467892,Zhihang Mao,North China Electric Power University,I153473198,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,52
A5000468245,A5000468245,Robyn Fong,,,,unknown,Other,1,2023,0.00034376074252320387,6.0,0.0,5.653483182883726e-24,53
A5000470166,A5000470166,Yin Xu,Shanghai Jiao Tong University,I183067930,education,education,Other,1,2023,0.00034376074252320387,6.0,0.0,5.653483182883726e-24,54
A5000470186,A5000470186,Sabine Kruschwitz,Federal Institute For Materials Research and Testing,I1330165540,facility,research_institute,Other,2,2023,0.0,0.0,0.0,3.4717735040644275e-39,55
A5000472632,A5000472632,ShiQi Cao,,,,unknown,Other,1,2023,0.0002864672854360032,5.0,0.0,1.1737849293639561e-23,56
A5000474393,A5000474393,Giulia Coco,University of Rome Tor Vergata,I116067653,education,education,Other,1,2023,0.00034376074252320387,6.0,0.0,5.653483182883726e-24,57
A5000474748,A5000474748,Lewei Lu,Group Sense (China),I4210128910,company,company,Other,2,2023,0.001260456055918414,25.0,0.0,8.822694068217054e-07,19
A5000482667,A5000482667,Matthew V. Cowley,University of Bath,I51601045,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,58
A5000513101,A5000513101,Hemant Khachane,,,,unknown,Other,1,2023,0.00034376074252320387,6.0,0.0,5.653483182883726e-24,59
A5000514476,A5000514476,Memo Akten,University of California San Diego,I36258959,education,education,Other,2,2023,0.000973988770482411,26.0,0.0,1.941890120791687e-14,60
A5000530197,A5000530197,Jad Adrian Washif,Kuala Lumpur Sports Medicine Centre,I4210137813,healthcare,healthcare,Other,1,2023,0.00177609716970322,31.0,0.0,4.297847428011464e-12,39
A5000530436,A5000530436,Pan Hui,Hong Kong University of Science and Technology,I200769079,education,education,Other,1,2023,5.7293457087200645e-05,1.0,0.0,9.101045934494653e-34,61
A5000544794,A5000544794,Vivian Lai,Visa (United States),I4210148469,company,company,Other,1,2023,0.0005729345708720064,10.0,0.0,1.9302773613771427e-20,62
A5000549784,A5000549784,Susan Logan,National University Hospital,I4210146690,healthcare,healthcare,Other,1,2023,0.0018333906267904206,32.0,0.0,7.478289992503616e-12,63
A5000564562,A5000564562,Séamus Lankford,Munster Technological University,I4210100923,facility,research_institute,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,64
A5000614737,A5000614737,Rumeysa Bodur,,,,unknown,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,65
A5000623592,A5000623592,Ishan Misra,Institut national de recherche en sciences et technologies du numérique,I1326498283,government,government,Other,2,2023,0.001604216798441618,28.0,8.136603201220786e-05,2.9046582980378295e-10,0
A5000629292,A5000629292,Junghoon Seo,,,,unknown,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,66
A5000640247,A5000640247,Michael Ingrisch,LMU Klinikum,I3018771216,healthcare,healthcare,Other,2,2023,0.0007448149421336084,13.0,0.0,2.1726604222854626e-20,67
A5000640263,A5000640263,Jerry Chun‐Wei Lin,Silesian University of Technology,I119004910,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,1.8280533019908467e-07,13
A5000641874,A5000641874,Sara Gerke,Dickinson College,I121058860,education,education,Other,1,2023,5.7293457087200645e-05,1.0,0.0,9.101045934494653e-34,68
A5000642313,A5000642313,Peter Tually,Charles Sturt University,I153230381,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,69
A5000643505,A5000643505,R Aarthi,,,,unknown,Other,1,2023,5.7293457087200645e-05,1.0,0.0,9.101045934494653e-34,70
A5000650888,A5000650888,Byung‐Tak Lee,Honam University,I195373058,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,71
A5000655379,A5000655379,Chaka Chaka,University of South Africa,I165390105,education,education,Other,1,2023,0.0,0.0,0.0,3.4717735040644275e-39,72
A5000663216,A5000663216,Niklas Boers,,,,unknown,Other,1,2023,0.00034376074252320387,6.0,0.0,5.653483182883726e-24,73
A5000667658,A5000667658,Jian Tang,,,,unknown,Other,1,2023,0.0015469233413544173,27.0,0.0,5.053005077057528e-08,74
A5000678293,A5000678293,Zefeng Li,,,,unknown,Other,1,2023,0.00045834765669760516,8.0,0.0,1.0308361621084645e-10,299
A5000683013,A5000683013,Sophia Y. Wang,Smith-Kettlewell Eye Research Institute,I61628605,nonprofit,nonprofit,Other,1,2023,0.0006875214850464077,12.0,0.0,3.9041970224458837e-19,75
A5000703402,A5000703402,Jiaxin Cheng,,,,unknown,Other,1,2023,0.0002864672854360032,5.0,0.0,9.893868285654998e-11,76
A5000704130,A5000704130,Vasilisa Bashlovkina,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,2,2023,0.00022917382834880258,8.0,0.0,6.387143993839748e-11,3
A5000710609,A5000710609,Leonard Dung,Friedrich-Alexander-Universität Erlangen-Nürnberg,I181369854,education,education,Other,1,2023,0.0,0.0,0.0,3.4717735040644275e-39,77
A5000716736,A5000716736,Jessica Dafflon,,,,unknown,Other,1,2023,0.0013177495130056148,23.0,0.0,5.931077319371792e-13,78
A5000720346,A5000720346,Sangeetha Balaji,Government of Tamil Nadu,I148776243,government,government,Other,1,2023,0.00022917382834880258,4.0,0.0,1.32437648928239e-26,79
A5000725482,A5000725482,Joseph L. Watson,University of Washington,I201448701,education,education,Other,1,2023,0.0015469233413544173,27.0,0.0,2.2353616734718412e-12,9
A5000727458,A5000727458,Diane Pecorari,University of Leeds,I130828816,education,education,Other,1,2023,0.0,0.0,0.0,3.4717735040644275e-39,80
A5000738527,A5000738527,Ilya Shnayderman,,,,unknown,Other,1,2023,0.0005729345708720064,10.0,0.0,1.9302773613771427e-20,81
A5000738730,A5000738730,Julian Martin Eisenschlos,Duke University,I170897317,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,82
A5000741143,A5000741143,Joshua D. Bocarsly,University of Cambridge,I241749,education,education,Other,2,2023,0.0,0.0,0.0,3.4717735040644275e-39,83
A5000751263,A5000751263,M. R. Narasingarao,GITAM University,I885392262,education,education,Other,1,2023,5.7293457087200645e-05,1.0,0.0,9.101045934494653e-34,84
A5000755750,A5000755750,Xiangliang Zhang,University of Notre Dame,I107639228,education,education,Other,3,2023,0.000802108399220809,14.0,0.0017117426734587016,8.202907449683942e-10,85
A5000758709,A5000758709,Heta A. Gandhi,University of Rochester,I5388228,education,education,Other,1,2023,0.0005729345708720064,10.0,0.0,1.9738751690007143e-20,86
A5000761901,A5000761901,Shaofei Wang,Columbia University,I78577930,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,87
A5000771881,A5000771881,Gabriel Recchia,,,,unknown,Other,1,2023,0.0014896298842672169,26.0,0.0,3.858858759342443e-06,88
A5000776140,A5000776140,Mingquan Lin,Cornell University,I205783295,education,education,Other,1,2023,0.00034376074252320387,6.0,0.0,1.0345493464104335e-10,74
A5000780442,A5000780442,Wen-Huang Cheng,National Taiwan University,I16733864,education,education,Other,1,2023,0.00045834765669760516,8.0,0.0,4.064244783318314e-15,187
A5000811147,A5000811147,Pieter Peers,William & Mary,I16285277,education,education,Other,1,2023,5.7293457087200645e-05,1.0,0.0,9.101045934494653e-34,89
A5000816835,A5000816835,Sjoerd van Steenkiste,,,,unknown,Other,1,2023,0.0005729345708720064,10.0,0.0,5.3207461897109314e-09,3
A5000819439,A5000819439,Mohammed Eunus Ali,Bangladesh University of Engineering and Technology,I183697816,education,education,Other,1,2023,0.00045834765669760516,8.0,0.0,5.210945779263349e-22,90
A5000827309,A5000827309,Nupur Kumari,Carnegie Mellon University,I74973139,education,education,Other,3,2023,0.0002864672854360032,14.0,0.0,1.794682016666478e-08,15
A5000839824,A5000839824,Zhao Cao,Huawei Technologies (China),I2250955327,company,company,Other,2,2023,0.0021771513693136244,38.0,0.0016298036412210556,1.387057392757043e-06,91
A5000844861,A5000844861,Ming Yan,,,,unknown,Other,3,2023,0.0018333906267904206,39.0,5.539002179234809e-06,2.3773627476539413e-07,49
A5000863841,A5000863841,Eashan Adhikarla,Lehigh University,I186143895,education,education,Other,1,2023,0.001260456055918414,22.0,0.0,0.01332316382983044,92
A5000875912,A5000875912,Adhish Gautam,,,,unknown,Other,1,2023,5.7293457087200645e-05,1.0,0.0,9.101045934494653e-34,93
A5000876276,A5000876276,Deepak Dewansh,Guru Angad Dev Veterinary and Animal Sciences University,I223471776,education,education,Other,1,2023,0.000630228027959207,11.0,0.0,9.243018307445404e-20,94
A5000877507,A5000877507,Steven G. Rogelberg,University of North Carolina at Charlotte,I102149020,education,education,Other,1,2023,0.0012031625988312136,21.0,0.0,5.06010628620849e-15,95
A5000882578,A5000882578,Kumar Shubham,National Institute of Technology Jamshedpur,I187761245,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,96
A5000893315,A5000893315,Paul Baker,Lancaster University,I67415387,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,97
A5000903337,A5000903337,Ryan E. Rhodes,,,,unknown,Other,1,2023,0.00011458691417440129,2.0,0.0,2.5496191301721266e-29,98
A5000925379,A5000925379,Nate Jowett,Massachusetts Eye and Ear Infirmary,I1287163989,healthcare,healthcare,Other,1,2023,0.00034376074252320387,6.0,0.0,5.653483182883726e-24,99
A5000929109,A5000929109,Daniel Castro‐Fresno,Universidad de Cantabria,I13134134,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,100
A5000932424,A5000932424,Fabian Ferrari,Utrecht University,I193662353,education,education,Other,2,2023,0.00011458691417440129,4.0,0.0,1.32437648928239e-26,101
A5000937401,A5000937401,Dinggang Shen,ShanghaiTech University,I30809798,education,education,Other,14,2023,0.006187693365417669,216.0,0.0014634054348563908,0.23186795830886778,92
A5000942708,A5000942708,Laure Soulier,,,,unknown,Other,1,2023,0.00034376074252320387,6.0,0.0,4.209973440772273e-12,0
A5000947178,A5000947178,Roberto Cannella,University of Palermo,I900890020,education,education,Other,1,2023,0.00045834765669760516,8.0,0.0,3.743796021691586e-17,102
A5000962435,A5000962435,Fangzhou Lu,Guangdong University of Finance,I4210149618,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,103
A5000962921,A5000962921,Wensheng Gan,Jinan University,I159948400,education,education,Other,3,2023,0.00045834765669760516,9.0,8.136603201220786e-05,2.1803254554619535e-05,13
A5000967930,A5000967930,Manal Sultan,California Institute of Technology,I122411786,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,104
A5000970597,A5000970597,Ting Wei,,,,unknown,Other,1,2023,0.0023490317405752263,41.0,0.0,1.7087493733357688e-07,105
A5000974457,A5000974457,Matin Amoozadeh,,,,unknown,Other,1,2023,0.00034376074252320387,6.0,0.0,5.653483182883726e-24,106
A5000988165,A5000988165,Kacper Łodzikowski,Adam Mickiewicz University in Poznań,I59411706,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,107
A5001022750,A5001022750,Chandan K. Reddy,Amazon (United States),I1311688040,company,company,Amazon,1,2023,0.0002864672854360032,5.0,0.0,3.551424251966783e-13,13
A5001029327,A5001029327,Jonathan L. Le,,,,unknown,Other,1,2023,0.0004010541996104045,7.0,0.0,7.039627170478069e-19,108
A5001038669,A5001038669,Peter Organisciak,University of Denver,I131651094,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,109
A5001039604,A5001039604,Besnik Fetahu,Amazon (United States),I1311688040,company,company,Amazon,2,2023,0.00022917382834880258,6.0,0.0,6.455282812134969e-25,110
A5001049098,A5001049098,Prithul Sarker,"University of Nevada, Reno",I134113660,education,education,Other,6,2023,0.0004010541996104045,39.0,0.0,2.3271767066648319e-10,111
A5001057120,A5001057120,Weiming Zhang,,,,unknown,Other,1,2023,0.00045834765669760516,8.0,0.0,1.2967971222026413e-08,91
A5001058167,A5001058167,Yifan Du,Beijing Institute of Big Data Research,I4210096250,facility,research_institute,Other,2,2023,0.000630228027959207,13.0,0.0,2.750935816978176e-06,19
A5001075207,A5001075207,Luciano Del Corro,,,,unknown,Other,1,2023,0.0007448149421336084,13.0,0.0,6.824263039854122e-10,1
A5001080871,A5001080871,Nanxin Chen,,,,unknown,Other,1,2023,0.0006875214850464077,12.0,0.0,1.2494307583052577e-07,85
A5001082656,A5001082656,C.‐C. Jay Kuo,University of Southern California,I1174212,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,112
A5001086152,A5001086152,Jiuhai Chen,,,,unknown,Other,2,2023,0.00034376074252320387,9.0,0.0,1.9401919473740352e-09,113
A5001093904,A5001093904,Shane Storks,University of Michigan,I27837315,education,education,Other,1,2023,0.00045834765669760516,8.0,0.0,3.0346709220731e-10,41
A5001094226,A5001094226,Pranav Rajpurkar,Harvard University,I136199984,education,education,Other,6,2023,0.002520912111836828,46.0,0.0012686145549694356,5.087456855395391e-08,1
A5001121028,A5001121028,Yanghong Zhou,Hong Kong Polytechnic University,I14243506,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,114
A5001129714,A5001129714,Marcel Binz,Max Planck Institute for Biological Cybernetics,I4210112925,facility,research_institute,Other,1,2023,5.7293457087200645e-05,1.0,0.0,8.187014451533536e-26,115
A5001132716,A5001132716,Amr Gomaa,,,,unknown,Other,1,2023,0.00022917382834880258,4.0,0.0,4.6222003365627735e-21,116
A5001133136,A5001133136,Zhihao Du,,,,unknown,Other,1,2023,0.000802108399220809,14.0,0.0,1.448523606598048e-10,49
A5001138430,A5001138430,Garima Agrawal,,,,unknown,Other,1,2023,0.00011458691417440129,2.0,0.0,4.296706881238969e-28,117
A5001174471,A5001174471,Nikolaos Matzakos,School of Pedagogical and Technological Education,I254421610,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,118
A5001180807,A5001180807,Marcel Binz,,,,unknown,Other,1,2023,0.0002864672854360032,5.0,0.0,3.98569688677564e-25,115
A5001187199,A5001187199,Benedetta Armocida,University of Washington,I201448701,education,education,Other,1,2023,0.0,0.0,0.0,3.4717735040644275e-39,119
A5001189652,A5001189652,James Maningo,,,,unknown,Other,1,2023,0.0005729345708720064,10.0,0.0,1.9302773613771427e-20,120
A5001194068,A5001194068,Timothy Telleen-Lawton,,,,unknown,Other,3,2023,0.003838661624842443,111.0,0.0,0.00012413534544670321,88
A5001205723,A5001205723,Jiahui Yu,,,,unknown,Other,1,2023,0.0004010541996104045,7.0,0.0,8.878926085732832e-08,30
A5001226970,A5001226970,Yann LeCun,,,,unknown,Other,1,2023,0.0006875214850464077,12.0,0.0,1.448622075963469e-09,0
A5001241589,A5001241589,Ziqing Yang,,,,unknown,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,121
A5001245246,A5001245246,Majd Sakr,Carnegie Mellon University,I74973139,education,education,Other,2,2023,0.0002864672854360032,8.0,0.0,8.773280745973479e-16,122
A5001254143,A5001254143,Luc Van Gool,KU Leuven,I99464096,education,education,Other,8,2023,0.0023490317405752263,55.0,0.0024132399964508226,1.3322085956336137e-09,123
A5001257603,A5001257603,Cynthia L. Bennett,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,1,2023,0.00017188037126160193,3.0,0.0,3.144283897697622e-24,124
A5001257783,A5001257783,Su Lin Blodgett,,,,unknown,Other,1,2023,0.000802108399220809,14.0,0.0,8.161407001113612e-12,17
A5001264416,A5001264416,George A. Tsihrintzis,University of Piraeus,I154757721,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,125
A5001276094,A5001276094,Weizhang Liao,Beijing University of Civil Engineering and Architecture,I62853816,education,education,Other,1,2023,0.00034376074252320387,6.0,0.0,7.857949035679153e-22,126
A5001278017,A5001278017,Haruna Okita,Hokkaido University of Science,I104234503,education,education,Other,1,2023,0.00045834765669760516,8.0,0.0,5.210945779263349e-22,127
A5001289204,A5001289204,Rebeccah L. Sokol,University of Michigan,I27837315,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,128
A5001289731,A5001289731,Yin Jun Phua,Tokyo Institute of Technology,I114531698,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,129
A5001293238,A5001293238,Miloš Hašan,Adobe Systems (United States),I1306409833,company,company,Other,1,2023,0.00022917382834880258,4.0,0.0,1.32437648928239e-26,130
A5001300575,A5001300575,Maciej A. Mazurowski,Duke University,I170897317,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,131
A5001311279,A5001311279,Chin‐Wei Huang,Microsoft (Netherlands),I4210110431,company,company,Microsoft,1,2023,0.00045834765669760516,8.0,0.0,5.210945779263349e-22,132
A5001320691,A5001320691,Sudharshan Reddy Kakumanu,,,,unknown,Other,1,2023,0.000802108399220809,14.0,0.0,4.3196134164580275e-13,133
A5001323089,A5001323089,Guido Gabriele,University of Siena,I102064193,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,134
A5001325170,A5001325170,Jian Ren,Snap (United States),I4210142583,company,company,Other,1,2023,0.00022917382834880258,4.0,0.0,1.32437648928239e-26,135
A5001345589,A5001345589,Duanyu Feng,,,,unknown,Other,1,2023,0.00034376074252320387,6.0,0.0,1.3805056475156532e-12,136
A5001362889,A5001362889,Keng‐Boon Ooi,Fore School of Management,I27878738,education,education,Other,1,2023,0.0012031625988312136,21.0,0.0,6.655808157197705e-15,137
A5001364826,A5001364826,Iris Junglas,College of Charleston,I204593131,education,education,Other,1,2023,0.0,0.0,0.0,3.4717735040644275e-39,138
A5001375778,A5001375778,Frédéric Jurie,Centre National de la Recherche Scientifique,I1294671590,government,government,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,139
A5001380619,A5001380619,Fengqing Zhu,Purdue University West Lafayette,I219193219,education,education,Other,1,2023,0.00022917382834880258,4.0,0.0,1.32437648928239e-26,140
A5001392592,A5001392592,Gad Getz,Broad Institute,I107606265,nonprofit,nonprofit,Other,1,2023,0.00022917382834880258,4.0,0.0,1.388923278848229e-10,494
A5001393137,A5001393137,K. J. Schmidt,Argonne National Laboratory,I1282105669,facility,research_institute,Other,2,2023,0.0,0.0,0.0,3.4717735040644275e-39,142
A5001395585,A5001395585,Kai Chen,,,,unknown,Other,1,2023,0.0004010541996104045,7.0,0.0,6.254191143687736e-23,143
A5001402526,A5001402526,Xin Luna Dong,,,,unknown,Other,1,2023,0.00022917382834880258,4.0,0.0,1.1942744955064683e-09,144
