source,target,source_name,target_name,source_category,target_category,source_firm,target_firm,weight
I168719708,I4210089887,City University of Hong Kong,Dyson (United Kingdom),education,company,Other,Other,1.0
I168719708,I4210091609,City University of Hong Kong,Anhui Conch Design and Research Institute of Building Materials (China),education,company,Other,Other,1.0
I168719708,I4210128910,City University of Hong Kong,Group Sense (China),education,company,Other,Other,1.0
I168719708,I2800372957,City University of Hong Kong,China Electronics Technology Group Corporation,education,company,Other,Other,1.0
I168719708,I4210099207,City University of Hong Kong,Nanshan Group (China),education,company,Other,Other,1.0
I168719708,I98301712,City University of Hong Kong,Baidu (China),education,company,Other,Other,1.0
I168719708,I4401726859,City University of Hong Kong,Kuaishou (China),education,company,Other,Other,1.0
I168719708,I4210095624,City University of Hong Kong,Alibaba Group (United States),education,company,Other,Other,1.0
I168864056,I4210158702,Bilkent University,Resonance Research (United States),education,company,Other,Other,2.0
I168864056,I56303344,Bilkent University,Aselsan (Turkey),education,company,Other,Other,1.0
I168879160,I4210098582,Zhejiang University of Science and Technology,ZTE (China),education,company,Other,Other,1.0
I168879160,I2250653659,Zhejiang University of Science and Technology,Tencent (China),education,company,Other,Other,2.0
I168879160,I4210089887,Zhejiang University of Science and Technology,Dyson (United Kingdom),education,company,Other,Other,2.0
I168879160,I4210091341,Zhejiang University of Science and Technology,Novartis (China),education,company,Other,Other,1.0
I168879160,I4210108520,Zhejiang University of Science and Technology,Huahai Pharmaceutical (China),education,company,Other,Other,1.0
I168879160,I4210095624,Zhejiang University of Science and Technology,Alibaba Group (United States),education,company,Other,Other,1.0
I168879160,I45928872,Zhejiang University of Science and Technology,Alibaba Group (China),education,company,Other,Other,2.0
I169108374,I4210132327,University of the Basque Country,Synaptic Research (United States),education,company,Other,Other,1.0
I169108374,I4210161436,University of the Basque Country,Neurotrack Technologies (United States),education,company,Other,Other,1.0
I169381384,I4210102029,University of Groningen,AstroTec Holding (Netherlands),education,company,Other,Other,1.0
I169381384,I4210131439,University of Groningen,Applied Mathematics (United States),education,company,Other,Other,1.0
I169381384,I4210143820,University of Groningen,Atmospheric and Space Technology Research Associates (United States),education,company,Other,Other,1.0
I169381384,I4210153546,University of Groningen,Flatiron Health (United States),education,company,Other,Other,1.0
I169381384,I4210110242,University of Groningen,Digital Science (United States),education,company,Other,Other,1.0
I169541294,I4210087596,Flinders University,Qualcomm (United States),education,company,Other,Other,1.0
I169724904,I17877952,Zimmer Biomet (Netherlands),Sechenov University,company,education,Other,Other,1.0
I169724904,I202697423,Zimmer Biomet (Netherlands),University of Zurich,company,education,Other,Other,1.0
I169724904,I223822909,Zimmer Biomet (Netherlands),Heidelberg University,company,education,Other,Other,1.0
I169724904,I39063666,Zimmer Biomet (Netherlands),University of Catania,company,education,Other,Other,1.0
I169724904,I4210166253,Zimmer Biomet (Netherlands),ORSI Academy,company,education,Other,Other,1.0
I169724904,I45084792,Zimmer Biomet (Netherlands),University of Florence,company,education,Other,Other,1.0
I169724904,I9341345,Zimmer Biomet (Netherlands),University of Lübeck,company,education,Other,Other,1.0
I169724904,I99464096,Zimmer Biomet (Netherlands),KU Leuven,company,education,Other,Other,1.0
I169912796,I183935753,Grace (United States),King's College London,company,education,Other,Other,1.0
I170013655,I184886455,Isfahan University of Technology,Maersk (Denmark),education,company,Other,Other,1.0
I170201317,I4210105785,University of Pittsburgh,Intelligent Systems Research (United States),education,company,Other,Other,1.0
I170201317,I4210140627,University of Pittsburgh,System Biosciences (United States),education,company,Other,Other,1.0
I170201317,I4210158314,University of Pittsburgh,Veroscience (United States),education,company,Other,Other,1.0
I170201317,I2800104224,University of Pittsburgh,Blackstone (United States),education,company,Other,Other,1.0
I170201317,I4210164937,University of Pittsburgh,Microsoft Research (United Kingdom),education,company,Other,Microsoft,1.0
I170201317,I55884533,University of Pittsburgh,BlackRock (United States),education,company,Other,Other,1.0
I170215575,I4210103986,National University of Defense Technology,Jingdong (China),education,company,Other,Other,2.0
I170215575,I4210141776,National University of Defense Technology,China XD Group (China),education,company,Other,Other,1.0
I170215575,I4210110242,National University of Defense Technology,Digital Science (United States),education,company,Other,Other,1.0
I170215575,I188522409,National University of Defense Technology,Critical Software (Portugal),education,company,Other,Other,1.0
I170253739,I96690311,Singidunum University,Evotec (United States),education,company,Other,Other,1.0
I170583851,I17170469,University of Opole,Solvay (Belgium),education,company,Other,Other,1.0
I170658231,I4210123028,Osnabrück University,Thales (Germany),education,company,Other,Other,1.0
I170658231,I4210158702,Osnabrück University,Resonance Research (United States),education,company,Other,Other,1.0
I170897317,I4210164937,Duke University,Microsoft Research (United Kingdom),education,company,Other,Microsoft,3.0
I170897317,RAW_META,Duke University,Meta AI,education,company,Other,Meta,1.0
I170897317,I4210155268,Duke University,Salesforce (United States),education,company,Other,Other,2.0
I170897317,I2802212502,Duke University,TiGenix (Spain),education,company,Other,Other,1.0
I170897317,I36194607,Duke University,Duke Energy (United States),education,company,Other,Other,1.0
I170897317,I4210149682,Duke University,Biogen (Belgium),education,company,Other,Other,1.0
I170897317,I4387154989,Duke University,Hugging Face,education,company,Other,Hugging Face,1.0
I170897317,I4210089985,Duke University,Amazon (Germany),education,company,Other,Amazon,1.0
I170897317,I4210113369,Duke University,Microsoft Research Asia (China),education,company,Other,Microsoft,1.0
I170897317,I4210092558,Duke University,BC Platforms (Finland),education,company,Other,Other,1.0
I170897317,I4210114444,Duke University,Meta (United States),education,company,Other,Other,1.0
I170897317,I4210104626,Duke University,Daiichi-Sankyo (Japan),education,company,Other,Other,1.0
I170897317,I2800104224,Duke University,Blackstone (United States),education,company,Other,Other,1.0
I170897317,I55884533,Duke University,BlackRock (United States),education,company,Other,Other,1.0
I170897317,I4210137756,Duke University,Oxford Applied Research (United Kingdom),education,company,Other,Other,1.0
I170897317,I4210146357,Duke University,Oxford BioMedica (United Kingdom),education,company,Other,Other,1.0
I171256487,I4210146233,University of Technology - Iraq,Elwood Landscape Design (United Kingdom),education,company,Other,Other,1.0
I17145004,I4210135459,Northwestern Polytechnical University,United Imaging Healthcare (China),education,company,Other,Other,4.0
I17145004,I4210159102,Northwestern Polytechnical University,Huawei Technologies (Sweden),education,company,Other,Other,1.0
I17145004,I4210095624,Northwestern Polytechnical University,Alibaba Group (United States),education,company,Other,Other,1.0
I17145004,I45928872,Northwestern Polytechnical University,Alibaba Group (China),education,company,Other,Other,1.0
I17145004,I4210141776,Northwestern Polytechnical University,China XD Group (China),education,company,Other,Other,1.0
I17145004,I4210117523,Northwestern Polytechnical University,Samsung (United Kingdom),education,company,Other,Other,1.0
I171589843,I53276908,Blue Yonder (United States),Marymount University,company,education,Other,Other,1.0
I17170469,I32597200,Solvay (Belgium),Ghent University,company,education,Other,Other,1.0
I17170469,I865915315,Solvay (Belgium),Vrije Universiteit Amsterdam,company,education,Other,Other,1.0
I17170469,I4210122071,Solvay (Belgium),Medical University of Lodz,company,education,Other,Other,1.0
I17170469,I46305939,Solvay (Belgium),University of Zielona Góra,company,education,Other,Other,1.0
I172446870,I4210102029,University of Cagliari,AstroTec Holding (Netherlands),education,company,Other,Other,1.0
I172446870,I4210131439,University of Cagliari,Applied Mathematics (United States),education,company,Other,Other,1.0
I172446870,I4210143820,University of Cagliari,Atmospheric and Space Technology Research Associates (United States),education,company,Other,Other,1.0
I172446870,I4210153546,University of Cagliari,Flatiron Health (United States),education,company,Other,Other,1.0
I172446870,I4210122849,University of Cagliari,Philips (Netherlands),education,company,Other,Other,1.0
I172675005,I4210155268,Nanyang Technological University,Salesforce (United States),education,company,Other,Other,4.0
I172675005,I4210126670,Nanyang Technological University,Synlab (Germany),education,company,Other,Other,1.0
I172675005,I4210086143,Nanyang Technological University,Alibaba Group (Cayman Islands),education,company,Other,Other,1.0
I172675005,I4210128910,Nanyang Technological University,Group Sense (China),education,company,Other,Other,4.0
I172675005,I2250653659,Nanyang Technological University,Tencent (China),education,company,Other,Other,4.0
I172675005,I4210095624,Nanyang Technological University,Alibaba Group (United States),education,company,Other,Other,4.0
I172675005,I4210164937,Nanyang Technological University,Microsoft Research (United Kingdom),education,company,Other,Microsoft,1.0
I172675005,I4210157345,Nanyang Technological University,Venus Medtech (China),education,company,Other,Other,1.0
I172675005,I97750245,Nanyang Technological University,Software (Spain),education,company,Other,Other,1.0
I172675005,I53486688,Nanyang Technological University,Skyworks Solutions (United States),education,company,Other,Other,1.0
I172675005,I2250955327,Nanyang Technological University,Huawei Technologies (China),education,company,Other,Other,4.0
I172675005,I4210103986,Nanyang Technological University,Jingdong (China),education,company,Other,Other,3.0
I172675005,I4210141776,Nanyang Technological University,China XD Group (China),education,company,Other,Other,1.0
I172675005,I267592682,Nanyang Technological University,Williams (United States),education,company,Other,Other,1.0
I172675005,I4210113369,Nanyang Technological University,Microsoft Research Asia (China),education,company,Other,Microsoft,1.0
I172675005,I74872605,Nanyang Technological University,China Southern Power Grid (China),education,company,Other,Other,1.0
I172675005,I4210100528,Nanyang Technological University,ENN (China),education,company,Other,Other,1.0
I172675005,I4210110242,Nanyang Technological University,Digital Science (United States),education,company,Other,Other,1.0
I172675005,I4210144507,Nanyang Technological University,Infineon Technologies (Singapore),education,company,Other,Other,1.0
I172675005,I2799978770,Nanyang Technological University,X-Fab (Germany),education,company,Other,Other,1.0
I172675005,I4210151670,Nanyang Technological University,Ecosystem (Spain),education,company,Other,Other,1.0
I172675005,I45928872,Nanyang Technological University,Alibaba Group (China),education,company,Other,Other,1.0
I173093425,I4210146357,Chang Gung University,Oxford BioMedica (United Kingdom),education,company,Other,Other,1.0
I173093425,I4210163099,Chang Gung University,Igenbio (United States),education,company,Other,Other,1.0
I173893349,I4210129365,Shokei Gakuin University,Navitas Systems (United States),education,company,Other,Other,1.0
I174025329,I4210119728,University of the Sunshine Coast,Sustainable Innovation (Sweden),education,company,Other,Other,1.0
I174306211,RAW_META,Technion – Israel Institute of Technology,Meta AI,education,company,Other,Meta,1.0
I174306211,I4210117425,Technion – Israel Institute of Technology,Google (Israel),education,company,Other,Google / Google DeepMind / DeepMind,2.0
I1743320,I4210112286,Palo Alto University,The Metropolitan Opera (United States),education,company,Other,Other,1.0
I1743320,RAW_META,Palo Alto University,Meta AI,education,company,Other,Meta,1.0
I1743320,I4210164862,Palo Alto University,Artificial Intelligence in Medicine (Canada),education,company,Other,Other,1.0
I1743320,RAW_STABILITY_AI,Palo Alto University,Stability AI,education,company,Other,Stability AI,1.0
I17442442,I41725924,State Grid Corporation of China (China),Muroran Institute of Technology,company,education,Other,Other,1.0
I17442442,I200769079,State Grid Corporation of China (China),Hong Kong University of Science and Technology,company,education,Other,Other,1.0
I17442442,I82880672,State Grid Corporation of China (China),Beihang University,company,education,Other,Other,1.0
I174878644,I4210116480,University of Patras,Flanders Make (Belgium),education,company,Other,Other,1.0
I175051016,I4210123621,Universidad Publica de Navarra,Tracasa (Spain),education,company,Other,Other,1.0
I175381709,I4210095297,Codexis (United States),MIT University,company,education,Other,Other,1.0
I175381709,I82951845,Codexis (United States),RMIT University,company,education,Other,Other,1.0
I175381709,I865915315,Codexis (United States),Vrije Universiteit Amsterdam,company,education,Other,Other,1.0
I175381709,I97018004,Codexis (United States),Stanford University,company,education,Other,Other,1.0
I175594653,I4210131439,John Brown University,Applied Mathematics (United States),education,company,Other,Other,1.0
I175594653,I4210090411,John Brown University,Google DeepMind (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I175594653,I4210118911,John Brown University,META Group,education,company,Other,Other,1.0
I17626003,I4210128994,University of Rhode Island,In-Situ (United States),education,company,Other,Other,1.0
I176453806,I4210114444,University of Potsdam,Meta (United States),education,company,Other,Other,1.0
I176453806,RAW_META,University of Potsdam,Meta AI,education,company,Other,Meta,1.0
I176453806,I4210108778,University of Potsdam,Fresenius (Germany),education,company,Other,Other,1.0
I176601375,I62885914,Khalifa University of Science and Technology,Universidade Federal do Amazonas,education,company,Other,Amazon,1.0
I176601375,I4210123571,Khalifa University of Science and Technology,Huawei Technologies (France),education,company,Other,Other,2.0
I17721919,I4210110199,Shanxi Medical University,Vision Medicals (China),education,company,Other,Other,1.0
I17721919,I4210133785,Shanxi Medical University,Rehab-Robotics (China),education,company,Other,Other,1.0
I17747738,I4401726811,Beijing University of Chinese Medicine,Hartford Financial Services (United States),education,company,Other,Other,1.0
I177477856,I4210146843,Politecnico di Torino,Aitek (Italy),education,company,Other,Other,1.0
I177477856,I4210154728,Politecnico di Torino,Biogen (Italy),education,company,Other,Other,1.0
I177477856,I2250653659,Politecnico di Torino,Tencent (China),education,company,Other,Other,1.0
I177477856,I4210112104,Politecnico di Torino,Innovative Research (United States),education,company,Other,Other,1.0
I177477856,I70745867,Politecnico di Torino,KLA (United States),education,company,Other,Other,1.0
I177639307,I4210135459,University of Dundee,United Imaging Healthcare (China),education,company,Other,Other,1.0
I177639307,I4210140114,University of Dundee,Scripps (United States),education,company,Other,Other,1.0
I177725633,I2252078561,Chinese University of Hong Kong,Meta (Israel),education,company,Other,Other,1.0
I177725633,I4210113297,Chinese University of Hong Kong,Google (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I177725633,RAW_META,Chinese University of Hong Kong,Meta AI,education,company,Other,Meta,2.0
I177725633,I4210103986,Chinese University of Hong Kong,Jingdong (China),education,company,Other,Other,1.0
I177725633,I4210128910,Chinese University of Hong Kong,Group Sense (China),education,company,Other,Other,7.0
I177725633,I4210092218,Chinese University of Hong Kong,Sensimetrics Corporation,education,company,Other,Other,2.0
I177725633,I2250955327,Chinese University of Hong Kong,Huawei Technologies (China),education,company,Other,Other,4.0
I177725633,I4210133785,Chinese University of Hong Kong,Rehab-Robotics (China),education,company,Other,Other,2.0
I177725633,I2250653659,Chinese University of Hong Kong,Tencent (China),education,company,Other,Other,4.0
I177725633,I4210102458,Chinese University of Hong Kong,Novel (United States),education,company,Other,Other,1.0
I177725633,I4210159102,Chinese University of Hong Kong,Huawei Technologies (Sweden),education,company,Other,Other,3.0
I177725633,I4210135459,Chinese University of Hong Kong,United Imaging Healthcare (China),education,company,Other,Other,1.0
I177725633,I4210113369,Chinese University of Hong Kong,Microsoft Research Asia (China),education,company,Other,Microsoft,1.0
I177725633,I4210110242,Chinese University of Hong Kong,Digital Science (United States),education,company,Other,Other,1.0
I177725633,I4210159344,Chinese University of Hong Kong,Viva Biotech (China),education,company,Other,Other,1.0
I177725633,I4210110199,Chinese University of Hong Kong,Vision Medicals (China),education,company,Other,Other,1.0
I177725633,I4210115038,Chinese University of Hong Kong,Huawei Technologies (Canada),education,company,Other,Other,1.0
I177725633,I74872605,Chinese University of Hong Kong,China Southern Power Grid (China),education,company,Other,Other,1.0
I177725633,I4210091156,Chinese University of Hong Kong,SAIC-GM (China),education,company,Other,Other,1.0
I177725633,I4210116723,Chinese University of Hong Kong,Robotics Research (United States),education,company,Other,Other,1.0
I177725633,I4210146936,Chinese University of Hong Kong,Huawei Technologies (United States),education,company,Other,Other,1.0
I177725633,I4210093057,Chinese University of Hong Kong,Faculty (United Kingdom),education,company,Other,Other,1.0
I177725633,I45928872,Chinese University of Hong Kong,Alibaba Group (China),education,company,Other,Other,1.0
I177725633,I4210150693,Chinese University of Hong Kong,The Medical Device (United Kingdom),education,company,Other,Other,1.0
I177725633,I4401726859,Chinese University of Hong Kong,Kuaishou (China),education,company,Other,Other,1.0
I177725633,I4210159835,Chinese University of Hong Kong,Perceptive Engineering (United Kingdom),education,company,Other,Other,1.0
I177802217,I4210155756,University of Mannheim,Institut für Biomedizinische Analytik und NMR Imaging (Germany),education,company,Other,Other,1.0
I177802217,I4210113124,University of Mannheim,Human Factors (Norway),education,company,Other,Other,1.0
I177909021,I4210104133,Universidade Federal de São Carlos,Nanomed (Brazil),education,company,Other,Other,1.0
I177969490,I4210102029,University of Southern Denmark,AstroTec Holding (Netherlands),education,company,Other,Other,1.0
I177969490,I4210131439,University of Southern Denmark,Applied Mathematics (United States),education,company,Other,Other,1.0
I177969490,I4210143820,University of Southern Denmark,Atmospheric and Space Technology Research Associates (United States),education,company,Other,Other,1.0
I177969490,I4210153546,University of Southern Denmark,Flatiron Health (United States),education,company,Other,Other,1.0
I177969490,I180857899,University of Southern Denmark,Pfizer (United States),education,company,Other,Other,1.0
I177969490,I4210119510,University of Southern Denmark,Personalis (United States),education,company,Other,Other,1.0
I177969490,I4210091812,University of Southern Denmark,Bristol-Myers Squibb (United States),education,company,Other,Other,1.0
I177969490,I184886455,University of Southern Denmark,Maersk (Denmark),education,company,Other,Other,1.0
I178535277,I4210127743,University of the West of England,Pakistan Telecommunication Company (Pakistan),education,company,Other,Other,1.0
I179060312,I4210138151,Northeast Electric Power University,Jilin Electric Power Research Institute (China),education,company,Other,Other,2.0
I179060312,I4210151178,Northeast Electric Power University,System Simulation (United Kingdom),education,company,Other,Other,1.0
I179193067,I4210164862,Khon Kaen University,Artificial Intelligence in Medicine (Canada),education,company,Other,Other,1.0
I179225836,I4210126670,University of Augsburg,Synlab (Germany),education,company,Other,Other,1.0
I17974374,I4210087094,Universidade de São Paulo,Syngenta (United Kingdom),education,company,Other,Other,1.0
I18014758,I4387154989,Simon Fraser University,Hugging Face,education,company,Other,Hugging Face,1.0
I18014758,RAW_HUGGING_FACE,Simon Fraser University,Hugging Face,education,company,Other,Hugging Face,2.0
I18014758,I4210127875,Simon Fraser University,Nvidia (United States),education,company,Other,NVIDIA,1.0
I18014758,I60922564,Simon Fraser University,Naver (South Korea),education,company,Other,Other,1.0
I18014758,RAW_NVIDIA,Simon Fraser University,NVIDIA,education,company,Other,NVIDIA,2.0
I18014758,I4210103820,Simon Fraser University,Autodesk (Canada),education,company,Other,Other,1.0
I18014758,I4210104522,Simon Fraser University,Autodesk (United Kingdom),education,company,Other,Other,1.0
I18014758,I4210101778,Simon Fraser University,Samsung (United States),education,company,Other,Other,1.0
I18014758,I4210133173,Simon Fraser University,Research!America (United States),education,company,Other,Other,1.0
I180519160,I4210090411,Copenhagen Business School,Google DeepMind (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I180519160,I4210113297,Copenhagen Business School,Google (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I180519160,I4210143272,Copenhagen Business School,Camber Collective (United States),education,company,Other,Other,1.0
I180662265,I99065089,China Mobile (China),Tsinghua University,company,education,Other,Other,3.0
I180662265,I183067930,China Mobile (China),Shanghai Jiao Tong University,company,education,Other,Other,4.0
I180662265,I87445476,China Mobile (China),Xi'an Jiaotong University,company,education,Other,Other,1.0
I180662265,I76569877,China Mobile (China),Southeast University,company,education,Other,Other,2.0
I180662265,I23171815,China Mobile (China),Zhengzhou University of Light Industry,company,education,Other,Other,1.0
I180662265,I69356397,China Mobile (China),Xi’an Jiaotong-Liverpool University,company,education,Other,Other,1.0
I180662265,I4210165038,China Mobile (China),University of Chinese Academy of Sciences,company,education,Other,Other,1.0
I180662265,I1902872,China Mobile (China),EURECOM,company,education,Other,Other,1.0
I180662265,I76130692,China Mobile (China),Zhejiang University,company,education,Other,Other,1.0
I180662265,I4210099586,China Mobile (China),Shenzhen Research Institute of Big Data,company,education,Other,Other,1.0
I180662265,I4210116924,China Mobile (China),"Chinese University of Hong Kong, Shenzhen",company,education,Other,Other,1.0
I180662265,I308837,China Mobile (China),Suzhou University of Science and Technology,company,education,Other,Other,1.0
I180662265,I36399199,China Mobile (China),Nanjing University of Science and Technology,company,education,Other,Other,1.0
I180662265,I881766915,China Mobile (China),Nanjing University,company,education,Other,Other,2.0
I180662265,I200769079,China Mobile (China),Hong Kong University of Science and Technology,company,education,Other,Other,1.0
I180670191,I4210121800,"University of California, San Francisco",Chan Zuckerberg Initiative (United States),education,company,Other,Other,2.0
I180670191,I4210088273,"University of California, San Francisco",Align Technology (United States),education,company,Other,Other,1.0
I180670191,I4210155268,"University of California, San Francisco",Salesforce (United States),education,company,Other,Other,1.0
I180670191,I4210164862,"University of California, San Francisco",Artificial Intelligence in Medicine (Canada),education,company,Other,Other,1.0
I180670191,RAW_MICROSOFT,"University of California, San Francisco",Microsoft Research,education,company,Other,Microsoft,1.0
I180670191,I4210089246,"University of California, San Francisco",Hearst (United States),education,company,Other,Other,1.0
I180670191,I4210150894,"University of California, San Francisco",Jacobs (United States),education,company,Other,Other,1.0
I180670191,I4210140900,"University of California, San Francisco",Fisher Bioservices (United States),education,company,Other,Other,1.0
I180670191,I4210157288,"University of California, San Francisco",Activated Research Company (United States),education,company,Other,Other,1.0
I180670191,I4210106675,"University of California, San Francisco",Invenio Imaging (United States),education,company,Other,Other,1.0
I180670191,I4210152448,"University of California, San Francisco",Isotopen Technologien München (Germany),education,company,Other,Other,1.0
I180726961,I4210120532,Shenzhen University,Anhui Transport Consulting & Design Institute (China),education,company,Other,Other,1.0
I180726961,I4210089559,Shenzhen University,Shenzhen Metro (China),education,company,Other,Other,1.0
I180726961,I2250653659,Shenzhen University,Tencent (China),education,company,Other,Other,1.0
I180726961,I4210159344,Shenzhen University,Viva Biotech (China),education,company,Other,Other,1.0
I180726961,I4210103986,Shenzhen University,Jingdong (China),education,company,Other,Other,1.0
I180726961,I4210110242,Shenzhen University,Digital Science (United States),education,company,Other,Other,1.0
I180726961,I4210150693,Shenzhen University,The Medical Device (United Kingdom),education,company,Other,Other,1.0
I180825142,I4210155756,"City, University of London",Institut für Biomedizinische Analytik und NMR Imaging (Germany),education,company,Other,Other,1.0
I180825142,I4210164937,"City, University of London",Microsoft Research (United Kingdom),education,company,Other,Microsoft,1.0
I180857899,I40120149,Pfizer (United States),University of Oxford,company,education,Other,Other,1.0
I180857899,I185261750,Pfizer (United States),University of Toronto,company,education,Other,Other,1.0
I180857899,I4432739,Pfizer (United States),University of Bergen,company,education,Other,Other,1.0
I180923762,I4210128994,University of Cologne,In-Situ (United States),education,company,Other,Other,1.0
I180923762,I4210128910,University of Cologne,Group Sense (China),education,company,Other,Other,1.0
I180923762,I97750245,University of Cologne,Software (Spain),education,company,Other,Other,1.0
I180949307,I4210139231,Illinois Institute of Technology,BioVentures (United States),education,company,Other,Other,2.0
I180949307,I4210147944,Illinois Institute of Technology,ABS Consulting (United States),education,company,Other,Other,2.0
I180949307,I2250653659,Illinois Institute of Technology,Tencent (China),education,company,Other,Other,1.0
I181046868,I4210122849,BI Norwegian Business School,Philips (Netherlands),education,company,Other,Other,1.0
I181190671,I4210101739,New York Medical College,MS Biotec (United States),education,company,Other,Other,1.0
I181233156,I4210132327,University of Oregon,Synaptic Research (United States),education,company,Other,Other,1.0
I181233156,I98301712,University of Oregon,Baidu (China),education,company,Other,Other,1.0
I181361081,I4210120842,Longyan University,Shenyang Institute of Computing Technology (China),education,company,Other,Other,1.0
I181950316,I4210128646,Saint Francis University,Kohler (United States),education,company,Other,Other,1.0
I182212641,I74786994,University of Salzburg,Kitware (United States),education,company,Other,Other,1.0
I182534213,I4210142583,Universidade do Porto,Snap (United States),education,company,Other,Other,1.0
I182534213,I4210114250,Universidade do Porto,Nova Medical (United States),education,company,Other,Other,1.0
I182712176,I4210135925,Montanuniversität Leoben,Materials Center Leoben (Austria),education,company,Other,Other,1.0
I182722699,I4210098582,Shenzhen Polytechnic University,ZTE (China),education,company,Other,Other,1.0
I183067930,I45928872,Shanghai Jiao Tong University,Alibaba Group (China),education,company,Other,Other,3.0
I183067930,I4210158702,Shanghai Jiao Tong University,Resonance Research (United States),education,company,Other,Other,1.0
I183067930,I2250653659,Shanghai Jiao Tong University,Tencent (China),education,company,Other,Other,11.0
I183067930,I4210113369,Shanghai Jiao Tong University,Microsoft Research Asia (China),education,company,Other,Microsoft,3.0
I183067930,I4210091137,Shanghai Jiao Tong University,NetEase (China),education,company,Other,Other,1.0
I183067930,I4210128910,Shanghai Jiao Tong University,Group Sense (China),education,company,Other,Other,3.0
I183067930,I98301712,Shanghai Jiao Tong University,Baidu (China),education,company,Other,Other,1.0
I183067930,I4210135459,Shanghai Jiao Tong University,United Imaging Healthcare (China),education,company,Other,Other,2.0
I183067930,I2250955327,Shanghai Jiao Tong University,Huawei Technologies (China),education,company,Other,Other,4.0
I183067930,I4210126065,Shanghai Jiao Tong University,Shanghai Electric (China),education,company,Other,Other,1.0
I183067930,I4210159102,Shanghai Jiao Tong University,Huawei Technologies (Sweden),education,company,Other,Other,1.0
I183067930,I4210127875,Shanghai Jiao Tong University,Nvidia (United States),education,company,Other,NVIDIA,1.0
I183067930,I4210105785,Shanghai Jiao Tong University,Intelligent Systems Research (United States),education,company,Other,Other,1.0
I183067930,I4401726805,Shanghai Jiao Tong University,Megvii (China),education,company,Other,Other,1.0
I183067930,I4210145118,Shanghai Jiao Tong University,Infinitus (China),education,company,Other,Other,1.0
I183067930,I4210104188,Shanghai Jiao Tong University,Optimization Technology (United States),education,company,Other,Other,1.0
I183067930,I4210137016,Shanghai Jiao Tong University,GlaxoSmithKline (China),education,company,Other,Other,1.0
I183067930,I4210110199,Shanghai Jiao Tong University,Vision Medicals (China),education,company,Other,Other,1.0
I183067930,I4210146936,Shanghai Jiao Tong University,Huawei Technologies (United States),education,company,Other,Other,1.0
I183067930,I4210094623,Shanghai Jiao Tong University,Jiuquan Iron & Steel (China),education,company,Other,Other,1.0
I183067930,I4210095624,Shanghai Jiao Tong University,Alibaba Group (United States),education,company,Other,Other,1.0
I183067930,I862669128,Shanghai Jiao Tong University,Xiaomi (China),education,company,Other,Other,1.0
I183067930,I4210092218,Shanghai Jiao Tong University,Sensimetrics Corporation,education,company,Other,Other,1.0
I183067930,I4210159835,Shanghai Jiao Tong University,Perceptive Engineering (United Kingdom),education,company,Other,Other,1.0
I183519381,I4210133785,Capital Medical University,Rehab-Robotics (China),education,company,Other,Other,2.0
I183519381,I4210110199,Capital Medical University,Vision Medicals (China),education,company,Other,Other,1.0
I183519381,I4210118119,Capital Medical University,Insilicos (United States),education,company,Other,Other,1.0
I183519381,I4210160756,Capital Medical University,Insilico Biotechnology (Germany),education,company,Other,Other,1.0
I183697816,I4210164937,Bangladesh University of Engineering and Technology,Microsoft Research (United Kingdom),education,company,Other,Microsoft,1.0
I183874917,I186523950,Urbana University,Regeneron (United States),education,company,Other,Other,1.0
I183874917,I4210108991,Urbana University,IQVIA (United States),education,company,Other,Other,1.0
I183898223,I4210134421,International Hellenic University,INTRASOFT International (Luxembourg),education,company,Other,Other,1.0
I183898223,I4210144063,International Hellenic University,PLUX - Wireless Biosignals (Portugal),education,company,Other,Other,1.0
I183935753,I4210094877,King's College London,Atkins (United Kingdom),education,company,Other,Other,1.0
I183935753,I4210090411,King's College London,Google DeepMind (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I183935753,I4210127875,King's College London,Nvidia (United States),education,company,Other,NVIDIA,2.0
I183935753,I4210155982,King's College London,Oxford Nanopore Technologies (United Kingdom),education,company,Other,Other,1.0
I183935753,I4210148032,King's College London,Collaborations Pharmaceuticals (United States),education,company,Other,Other,1.0
I183935753,RAW_META,King's College London,Meta AI,education,company,Other,Meta,1.0
I183935753,I4210140114,King's College London,Scripps (United States),education,company,Other,Other,1.0
I183935753,I4210111288,King's College London,Meta (United Kingdom),education,company,Other,Other,1.0
I183935753,I4210114444,King's College London,Meta (United States),education,company,Other,Other,1.0
I183935753,I4210110199,King's College London,Vision Medicals (China),education,company,Other,Other,1.0
I183935753,I4210133785,King's College London,Rehab-Robotics (China),education,company,Other,Other,1.0
I183935753,I4210140554,King's College London,Digital Catapult (United Kingdom),education,company,Other,Other,1.0
I183935753,I4210102181,King's College London,Mallinckrodt (United States),education,company,Other,Other,1.0
I183935753,I4210086985,King's College London,FIT Consulting (Italy),education,company,Other,Other,1.0
I183935753,I4210112964,King's College London,Taylor Wimpey (United Kingdom),education,company,Other,Other,1.0
I183935753,I81935515,King's College London,Network Rail,education,company,Other,Other,1.0
